"TOA5","lyellblwmaclure_519","CR1000","7759","CR1000.Std.11","CPU:LyellBlwMaclureCr-20200625.CR1","11267","T15min"
"TIMESTAMP","RECORD","BattV","Lvl_ft_RAW","Temp_C","Observed","Lvl_ft_CORR","Offset","SC_uS","WaterT_CS547"
"TS","RN","Volts","","deg C","","","","uS/cm","deg C"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2021-08-11 08:30:00",214999,13.01,1.23,11.27,7.62,6.94,5.71,35.05,11.15
"2021-08-11 08:45:00",215000,13.02,1.231,11.26,7.62,6.941,5.71,35.12,11.17
"2021-08-11 09:00:00",215001,13.02,1.224,11.27,7.62,6.934,5.71,35.05,11.25
"2021-08-11 09:15:00",215002,13.03,1.229,11.28,7.62,6.938,5.71,35.07,11.3
"2021-08-11 09:30:00",215003,13.04,1.221,11.31,7.62,6.931,5.71,35.1,11.32
"2021-08-11 09:45:00",215004,13.04,1.219,11.36,7.62,6.929,5.71,35,11.48
"2021-08-11 10:00:00",215005,13.04,1.213,11.42,7.62,6.923,5.71,35.03,11.62
"2021-08-11 10:15:00",215006,13.11,1.214,11.53,7.62,6.924,5.71,34.81,11.81
"2021-08-11 10:30:00",215007,13.51,1.209,11.64,7.62,6.919,5.71,34.76,11.97
"2021-08-11 10:45:00",215008,13.48,1.205,11.77,7.62,6.915,5.71,34.71,12.12
"2021-08-11 11:00:00",215009,13.46,1.204,11.87,7.62,6.914,5.71,34.7,12.23
"2021-08-11 11:15:00",215010,13.46,1.206,12,7.62,6.916,5.71,34.63,12.45
"2021-08-11 11:30:00",215011,13.46,1.197,12.13,7.62,6.907,5.71,34.61,12.64
"2021-08-11 11:45:00",215012,13.45,1.19,12.29,7.62,6.9,5.71,34.49,12.95
"2021-08-11 12:00:00",215013,13.48,1.193,12.46,7.62,6.903,5.71,34.48,13.14
"2021-08-11 12:15:00",215014,13.46,1.189,12.67,7.62,6.899,5.71,34.38,13.39
"2021-08-11 12:30:00",215015,13.45,1.187,12.87,7.62,6.897,5.71,34.27,13.67
"2021-08-11 12:45:00",215016,13.46,1.187,13.11,7.62,6.897,5.71,34.24,14.03
"2021-08-11 13:00:00",215017,13.43,1.184,13.41,7.62,6.894,5.71,34.22,14.54
"2021-08-11 13:15:00",215018,13.44,1.177,13.77,7.62,6.887,5.71,34.06,14.97
"2021-08-11 13:30:00",215019,13.47,1.176,14.09,7.62,6.886,5.71,33.92,15.28
"2021-08-11 13:45:00",215020,13.47,1.173,14.46,7.62,6.883,5.71,33.7,15.8
"2021-08-11 14:00:00",215021,13.44,1.174,14.77,7.62,6.884,5.71,33.69,16
"2021-08-11 14:15:00",215022,13.46,1.174,15.06,7.62,6.884,5.71,33.52,16.41
"2021-08-11 14:30:00",215023,13.43,1.173,15.32,7.62,6.883,5.71,33.48,16.47
"2021-08-11 14:45:00",215024,13.4,1.168,15.49,7.62,6.878,5.71,33.33,16.5
"2021-08-11 15:00:00",215025,13.39,1.167,15.58,7.62,6.877,5.71,33.22,16.53
"2021-08-11 15:15:00",215026,13.37,1.162,15.67,7.62,6.872,5.71,33.12,16.53
"2021-08-11 15:30:00",215027,13.36,1.163,15.71,7.62,6.873,5.71,33.04,16.44
"2021-08-11 15:45:00",215028,13.35,1.159,15.76,7.62,6.869,5.71,32.97,16.53
"2021-08-11 16:00:00",215029,13.33,1.153,15.77,7.62,6.863,5.71,32.85,16.38
"2021-08-11 16:15:00",215030,13.32,1.151,15.74,7.62,6.861,5.71,32.73,16.3
"2021-08-11 16:30:00",215031,13.31,1.151,15.7,7.62,6.861,5.71,32.57,16.24
"2021-08-11 16:45:00",215032,13.3,1.153,15.65,7.62,6.863,5.71,32.44,16.16
"2021-08-11 17:00:00",215033,13.28,1.148,15.59,7.62,6.858,5.71,32.34,16.1
"2021-08-11 17:15:00",215034,13.27,1.143,15.55,7.62,6.853,5.71,32.12,16.01
"2021-08-11 17:30:00",215035,13.26,1.143,15.49,7.62,6.853,5.71,31.85,15.9
"2021-08-11 17:45:00",215036,13.26,1.14,15.43,7.62,6.85,5.71,31.6,15.78
"2021-08-11 18:00:00",215037,13.25,1.141,15.35,7.62,6.851,5.71,31.81,15.64
"2021-08-11 18:15:00",215038,13.23,1.138,15.25,7.62,6.848,5.71,32.28,15.52
"2021-08-11 18:30:00",215039,13.23,1.137,15.17,7.62,6.847,5.71,32.64,15.44
"2021-08-11 18:45:00",215040,13.22,1.131,15.1,7.62,6.841,5.71,33.07,15.47
"2021-08-11 19:00:00",215041,13.21,1.132,15.01,7.62,6.842,5.71,33.38,15.27
"2021-08-11 19:15:00",215042,13.21,1.134,14.93,7.62,6.844,5.71,33.73,15.15
"2021-08-11 19:30:00",215043,13.2,1.132,14.84,7.62,6.842,5.71,34.06,15.04
"2021-08-11 19:45:00",215044,13.2,1.124,14.76,7.62,6.834,5.71,34.34,14.93
"2021-08-11 20:00:00",215045,13.18,1.125,14.67,7.62,6.835,5.71,34.57,14.84
"2021-08-11 20:15:00",215046,13.18,1.124,14.59,7.62,6.834,5.71,34.77,14.76
"2021-08-11 20:30:00",215047,13.17,1.124,14.51,7.62,6.834,5.71,34.91,14.67
"2021-08-11 20:45:00",215048,13.17,1.128,14.42,7.62,6.838,5.71,35.06,14.53
"2021-08-11 21:00:00",215049,13.16,1.128,14.33,7.62,6.838,5.71,35.26,14.39
"2021-08-11 21:15:00",215050,13.16,1.13,14.24,7.62,6.84,5.71,35.34,14.33
"2021-08-11 21:30:00",215051,13.15,1.134,14.14,7.62,6.844,5.71,35.49,14.16
"2021-08-11 21:45:00",215052,13.15,1.136,14.05,7.62,6.846,5.71,35.48,14.11
"2021-08-11 22:00:00",215053,13.14,1.139,13.95,7.62,6.849,5.71,35.63,13.94
"2021-08-11 22:15:00",215054,13.14,1.143,13.85,7.62,6.853,5.71,35.73,13.8
"2021-08-11 22:30:00",215055,13.13,1.143,13.74,7.62,6.853,5.71,35.81,13.66
"2021-08-11 22:45:00",215056,13.13,1.145,13.64,7.62,6.855,5.71,35.86,13.55
"2021-08-11 23:00:00",215057,13.13,1.152,13.54,7.62,6.862,5.71,35.94,13.41
"2021-08-11 23:15:00",215058,13.12,1.152,13.43,7.62,6.862,5.71,35.94,13.3
"2021-08-11 23:30:00",215059,13.12,1.153,13.34,7.62,6.863,5.71,35.96,13.25
"2021-08-11 23:45:00",215060,13.12,1.162,13.24,7.62,6.872,5.71,35.99,13.14
"2021-08-12 00:00:00",215061,13.11,1.155,13.14,7.62,6.865,5.71,36.03,13.03
"2021-08-12 00:15:00",215062,13.11,1.158,13.05,7.62,6.868,5.71,36.1,12.89
"2021-08-12 00:30:00",215063,13.11,1.156,12.96,7.62,6.866,5.71,36.12,12.81
"2021-08-12 00:45:00",215064,13.1,1.155,12.87,7.62,6.865,5.71,36.12,12.73
"2021-08-12 01:00:00",215065,13.1,1.161,12.78,7.62,6.871,5.71,36.16,12.62
"2021-08-12 01:15:00",215066,13.1,1.16,12.69,7.62,6.87,5.71,36.22,12.51
"2021-08-12 01:30:00",215067,13.1,1.161,12.6,7.62,6.871,5.71,36.25,12.4
"2021-08-12 01:45:00",215068,13.09,1.165,12.51,7.62,6.875,5.71,36.29,12.29
"2021-08-12 02:00:00",215069,13.09,1.165,12.43,7.62,6.875,5.71,36.27,12.23
"2021-08-12 02:15:00",215070,13.09,1.166,12.34,7.62,6.876,5.71,36.31,12.1
"2021-08-12 02:30:00",215071,13.08,1.171,12.25,7.62,6.88,5.71,36.31,12.02
"2021-08-12 02:45:00",215072,13.08,1.17,12.16,7.62,6.88,5.71,36.37,11.88
"2021-08-12 03:00:00",215073,13.08,1.176,12.07,7.62,6.886,5.71,36.39,11.77
"2021-08-12 03:15:00",215074,13.08,1.179,11.98,7.62,6.889,5.71,36.4,11.72
"2021-08-12 03:30:00",215075,13.08,1.185,11.9,7.62,6.895,5.71,36.4,11.66
"2021-08-12 03:45:00",215076,13.07,1.188,11.82,7.62,6.898,5.71,36.46,11.55
"2021-08-12 04:00:00",215077,13.07,1.189,11.75,7.62,6.899,5.71,36.45,11.53
"2021-08-12 04:15:00",215078,13.07,1.192,11.68,7.62,6.901,5.71,36.46,11.44
"2021-08-12 04:30:00",215079,13.07,1.202,11.61,7.62,6.912,5.71,36.51,11.36
"2021-08-12 04:45:00",215080,13.06,1.199,11.54,7.62,6.909,5.71,36.48,11.31
"2021-08-12 05:00:00",215081,13.06,1.198,11.47,7.62,6.908,5.71,36.57,11.17
"2021-08-12 05:15:00",215082,13.06,1.2,11.4,7.62,6.91,5.71,36.58,11.12
"2021-08-12 05:30:00",215083,13.05,1.201,11.33,7.62,6.911,5.71,36.54,11.09
"2021-08-12 05:45:00",215084,13.05,1.197,11.27,7.62,6.907,5.71,36.53,11.04
"2021-08-12 06:00:00",215085,13.05,1.203,11.19,7.62,6.913,5.71,36.62,10.9
"2021-08-12 06:15:00",215086,13.05,1.207,11.13,7.62,6.916,5.71,36.59,10.85
"2021-08-12 06:30:00",215087,13.05,1.207,11.06,7.62,6.917,5.71,36.66,10.77
"2021-08-12 06:45:00",215088,13.04,1.202,11,7.62,6.912,5.71,36.66,10.69
"2021-08-12 07:00:00",215089,13.04,1.201,10.94,7.62,6.911,5.71,36.69,10.63
"2021-08-12 07:15:00",215090,13.04,1.203,10.88,7.62,6.913,5.71,36.68,10.61
"2021-08-12 07:30:00",215091,13.04,1.203,10.83,7.62,6.913,5.71,36.67,10.61
"2021-08-12 07:45:00",215092,13.04,1.203,10.79,7.62,6.913,5.71,36.67,10.58
"2021-08-12 08:00:00",215093,13.04,1.199,10.75,7.62,6.909,5.71,36.64,10.58
"2021-08-12 08:15:00",215094,13.03,1.195,10.73,7.62,6.905,5.71,36.71,10.53
"2021-08-12 08:30:00",215095,13.03,1.192,10.71,7.62,6.902,5.71,36.68,10.55
"2021-08-12 08:45:00",215096,13.03,1.187,10.71,7.62,6.897,5.71,36.69,10.58
"2021-08-12 09:00:00",215097,13.03,1.188,10.72,7.62,6.898,5.71,36.65,10.63
"2021-08-12 09:15:00",215098,13.05,1.193,10.74,7.62,6.903,5.71,36.69,10.71
"2021-08-12 09:30:00",215099,13.05,1.188,10.78,7.62,6.898,5.71,36.69,10.78
"2021-08-12 09:45:00",215100,13.04,1.185,10.84,7.62,6.895,5.71,36.63,10.97
"2021-08-12 10:00:00",215101,13.04,1.178,10.92,7.62,6.888,5.71,36.66,11.08
"2021-08-12 10:15:00",215102,13.21,1.182,11.01,7.62,6.892,5.71,36.62,11.27
"2021-08-12 10:30:00",215103,13.55,1.177,11.12,7.62,6.887,5.71,36.64,11.43
"2021-08-12 10:45:00",215104,13.51,1.175,11.26,7.62,6.885,5.71,36.59,11.67
"2021-08-12 11:00:00",215105,13.48,1.172,11.42,7.62,6.882,5.71,36.54,11.96
"2021-08-12 11:15:00",215106,13.48,1.172,11.62,7.62,6.882,5.71,36.45,12.18
"2021-08-12 11:30:00",215107,13.48,1.167,11.81,7.62,6.876,5.71,36.37,12.45
"2021-08-12 11:45:00",215108,13.47,1.167,12,7.62,6.877,5.71,36.17,12.7
"2021-08-12 12:00:00",215109,13.48,1.158,12.19,7.62,6.868,5.71,36.08,13
"2021-08-12 12:15:00",215110,13.47,1.162,12.41,7.62,6.872,5.71,36.1,13.25
"2021-08-12 12:30:00",215111,13.45,1.159,12.66,7.62,6.869,5.71,35.97,13.7
"2021-08-12 12:45:00",215112,13.44,1.155,12.96,7.62,6.865,5.71,35.9,13.98
"2021-08-12 13:00:00",215113,13.42,1.151,13.26,7.62,6.861,5.71,35.93,14.43
"2021-08-12 13:15:00",215114,13.43,1.147,13.6,7.62,6.856,5.71,35.95,14.83
"2021-08-12 13:30:00",215115,13.45,1.151,13.9,7.62,6.861,5.71,36.01,15.14
"2021-08-12 13:45:00",215116,13.45,1.147,14.24,7.62,6.857,5.71,36.03,15.6
"2021-08-12 14:00:00",215117,13.45,1.147,14.56,7.62,6.857,5.71,36.18,15.8
"2021-08-12 14:15:00",215118,13.45,1.143,14.8,7.62,6.853,5.71,36.3,15.92
"2021-08-12 14:30:00",215119,13.43,1.14,15.06,7.62,6.85,5.71,36.44,16.27
"2021-08-12 14:45:00",215120,13.41,1.137,15.28,7.62,6.847,5.71,36.54,16.29
"2021-08-12 15:00:00",215121,13.39,1.133,15.41,7.62,6.843,5.71,36.47,16.38
"2021-08-12 15:15:00",215122,13.37,1.131,15.47,7.62,6.841,5.71,36.56,16.21
"2021-08-12 15:30:00",215123,13.36,1.134,15.45,7.62,6.844,5.71,36.56,16.12
"2021-08-12 15:45:00",215124,13.34,1.129,15.42,7.62,6.839,5.71,36.61,16.06
"2021-08-12 16:00:00",215125,13.33,1.135,15.42,7.62,6.845,5.71,36.64,16.07
"2021-08-12 16:15:00",215126,13.33,1.129,15.43,7.62,6.839,5.71,36.73,16.07
"2021-08-12 16:30:00",215127,13.32,1.129,15.4,7.62,6.839,5.71,36.84,15.95
"2021-08-12 16:45:00",215128,13.31,1.125,15.38,7.62,6.835,5.71,36.91,15.95
"2021-08-12 17:00:00",215129,13.3,1.128,15.36,7.62,6.838,5.71,36.94,15.95
"2021-08-12 17:15:00",215130,13.28,1.122,15.33,7.62,6.832,5.71,37.01,15.86
"2021-08-12 17:30:00",215131,13.27,1.121,15.28,7.62,6.83,5.71,37.18,15.72
"2021-08-12 17:45:00",215132,13.26,1.119,15.21,7.62,6.829,5.71,37.23,15.6
"2021-08-12 18:00:00",215133,13.25,1.115,15.16,7.62,6.824,5.71,37.29,15.57
"2021-08-12 18:15:00",215134,13.25,1.117,15.09,7.62,6.827,5.71,37.39,15.46
"2021-08-12 18:30:00",215135,13.23,1.11,15.02,7.62,6.82,5.71,37.38,15.35
"2021-08-12 18:45:00",215136,13.23,1.108,14.95,7.62,6.818,5.71,37.28,15.29
"2021-08-12 19:00:00",215137,13.22,1.106,14.89,7.62,6.816,5.71,37.24,15.2
"2021-08-12 19:15:00",215138,13.21,1.104,14.83,7.62,6.814,5.71,37.15,15.12
"2021-08-12 19:30:00",215139,13.2,1.104,14.76,7.62,6.814,5.71,37.19,14.98
"2021-08-12 19:45:00",215140,13.2,1.099,14.69,7.62,6.809,5.71,37.31,14.92
"2021-08-12 20:00:00",215141,13.18,1.099,14.62,7.62,6.809,5.71,37.33,14.87
"2021-08-12 20:15:00",215142,13.18,1.096,14.56,7.62,6.806,5.71,37.41,14.75
"2021-08-12 20:30:00",215143,13.17,1.1,14.5,7.62,6.81,5.71,37.42,14.7
"2021-08-12 20:45:00",215144,13.17,1.098,14.44,7.62,6.808,5.71,37.37,14.67
"2021-08-12 21:00:00",215145,13.16,1.104,14.36,7.62,6.814,5.71,37.37,14.59
"2021-08-12 21:15:00",215146,13.16,1.101,14.29,7.62,6.811,5.71,37.39,14.47
"2021-08-12 21:30:00",215147,13.15,1.1,14.21,7.62,6.81,5.71,37.44,14.33
"2021-08-12 21:45:00",215148,13.15,1.106,14.12,7.62,6.815,5.71,37.59,14.25
"2021-08-12 22:00:00",215149,13.14,1.111,14.04,7.62,6.821,5.71,37.46,14.11
"2021-08-12 22:15:00",215150,13.14,1.112,13.95,7.62,6.822,5.71,37.41,14.05
"2021-08-12 22:30:00",215151,13.13,1.114,13.86,7.62,6.824,5.71,37.45,13.94
"2021-08-12 22:45:00",215152,13.13,1.118,13.77,7.62,6.828,5.71,37.5,13.8
"2021-08-12 23:00:00",215153,13.13,1.122,13.69,7.62,6.832,5.71,37.54,13.69
"2021-08-12 23:15:00",215154,13.12,1.126,13.6,7.62,6.836,5.71,37.57,13.58
"2021-08-12 23:30:00",215155,13.12,1.13,13.51,7.62,6.84,5.71,37.58,13.52
"2021-08-12 23:45:00",215156,13.12,1.131,13.42,7.62,6.841,5.71,37.7,13.33
"2021-08-13 00:00:00",215157,13.11,1.134,13.34,7.62,6.844,5.71,37.73,13.28
"2021-08-13 00:15:00",215158,13.11,1.129,13.26,7.62,6.839,5.71,37.72,13.22
"2021-08-13 00:30:00",215159,13.11,1.134,13.17,7.62,6.844,5.71,37.77,13.11
"2021-08-13 00:45:00",215160,13.1,1.139,13.09,7.62,6.849,5.71,37.8,13
"2021-08-13 01:00:00",215161,13.1,1.141,13,7.62,6.851,5.71,37.77,12.94
"2021-08-13 01:15:00",215162,13.09,1.138,12.92,7.62,6.848,5.71,37.68,12.83
"2021-08-13 01:30:00",215163,13.09,1.136,12.84,7.62,6.846,5.71,37.66,12.75
"2021-08-13 01:45:00",215164,13.09,1.142,12.76,7.62,6.852,5.71,37.68,12.64
"2021-08-13 02:00:00",215165,13.08,1.141,12.69,7.62,6.851,5.71,37.7,12.56
"2021-08-13 02:15:00",215166,13.08,1.142,12.61,7.62,6.852,5.71,37.73,12.45
"2021-08-13 02:30:00",215167,13.08,1.146,12.54,7.62,6.856,5.71,37.73,12.39
"2021-08-13 02:45:00",215168,13.08,1.147,12.46,7.62,6.856,5.71,37.72,12.32
"2021-08-13 03:00:00",215169,13.07,1.15,12.39,7.62,6.86,5.71,37.74,12.23
"2021-08-13 03:15:00",215170,13.07,1.154,12.32,7.62,6.864,5.71,37.77,12.13
"2021-08-13 03:30:00",215171,13.07,1.151,12.25,7.62,6.86,5.71,37.78,12.07
"2021-08-13 03:45:00",215172,13.07,1.155,12.18,7.62,6.865,5.71,37.78,11.99
"2021-08-13 04:00:00",215173,13.06,1.164,12.11,7.62,6.873,5.71,37.75,11.96
"2021-08-13 04:15:00",215174,13.06,1.165,12.04,7.62,6.875,5.71,37.71,11.88
"2021-08-13 04:30:00",215175,13.06,1.171,11.97,7.62,6.881,5.71,37.71,11.8
"2021-08-13 04:45:00",215176,13.06,1.179,11.9,7.62,6.889,5.71,37.69,11.69
"2021-08-13 05:00:00",215177,13.06,1.184,11.84,7.62,6.893,5.71,37.61,11.66
"2021-08-13 05:15:00",215178,13.05,1.193,11.77,7.62,6.903,5.71,37.59,11.58
"2021-08-13 05:30:00",215179,13.05,1.192,11.71,7.62,6.902,5.71,37.54,11.55
"2021-08-13 05:45:00",215180,13.05,1.193,11.66,7.62,6.903,5.71,37.57,11.47
"2021-08-13 06:00:00",215181,13.05,1.2,11.6,7.62,6.91,5.71,37.55,11.42
"2021-08-13 06:15:00",215182,13.05,1.201,11.54,7.62,6.91,5.71,37.57,11.36
"2021-08-13 06:30:00",215183,13.04,1.199,11.49,7.62,6.909,5.71,37.57,11.28
"2021-08-13 06:45:00",215184,13.04,1.201,11.43,7.62,6.91,5.71,37.55,11.25
"2021-08-13 07:00:00",215185,13.04,1.204,11.38,7.62,6.914,5.71,37.54,11.2
"2021-08-13 07:15:00",215186,13.04,1.208,11.33,7.62,6.918,5.71,37.51,11.17
"2021-08-13 07:30:00",215187,13.04,1.205,11.29,7.62,6.915,5.71,37.54,11.15
"2021-08-13 07:45:00",215188,13.03,1.207,11.26,7.62,6.917,5.71,37.57,11.09
"2021-08-13 08:00:00",215189,13.03,1.204,11.23,7.62,6.914,5.71,37.56,11.12
"2021-08-13 08:15:00",215190,13.03,1.202,11.2,7.62,6.912,5.71,37.6,11.09
"2021-08-13 08:30:00",215191,13.03,1.207,11.19,7.62,6.916,5.71,37.61,11.12
"2021-08-13 08:45:00",215192,13.02,1.198,11.18,7.62,6.908,5.71,37.65,11.14
"2021-08-13 09:00:00",215193,13.02,1.201,11.19,7.62,6.911,5.71,37.7,11.14
"2021-08-13 09:15:00",215194,13.04,1.197,11.21,7.62,6.907,5.71,37.7,11.22
"2021-08-13 09:30:00",215195,13.04,1.203,11.24,7.62,6.913,5.71,37.75,11.27
"2021-08-13 09:45:00",215196,13.03,1.192,11.28,7.62,6.902,5.71,37.81,11.35
"2021-08-13 10:00:00",215197,13.03,1.188,11.34,7.62,6.898,5.71,37.81,11.48
"2021-08-13 10:15:00",215198,13.23,1.193,11.41,7.62,6.903,5.71,37.88,11.62
"2021-08-13 10:30:00",215199,13.54,1.184,11.5,7.62,6.894,5.71,37.89,11.81
"2021-08-13 10:45:00",215200,13.5,1.182,11.6,7.62,6.892,5.71,37.96,11.94
"2021-08-13 11:00:00",215201,13.47,1.182,11.71,7.62,6.892,5.71,38.05,12.07
"2021-08-13 11:15:00",215202,13.46,1.182,11.84,7.62,6.892,5.71,38.14,12.37
"2021-08-13 11:30:00",215203,13.46,1.176,12.01,7.62,6.886,5.71,38.21,12.72
"2021-08-13 11:45:00",215204,13.46,1.174,12.24,7.62,6.884,5.71,38.25,12.97
"2021-08-13 12:00:00",215205,13.47,1.171,12.43,7.62,6.881,5.71,38.46,13.14
"2021-08-13 12:15:00",215206,13.46,1.165,12.68,7.62,6.875,5.71,38.53,13.61
"2021-08-13 12:30:00",215207,13.44,1.169,12.97,7.62,6.879,5.71,38.6,14.06
"2021-08-13 12:45:00",215208,13.41,1.166,13.31,7.62,6.876,5.71,38.6,14.57
"2021-08-13 13:00:00",215209,13.4,1.158,13.61,7.62,6.868,5.71,38.54,14.77
"2021-08-13 13:15:00",215210,13.38,1.158,13.82,7.62,6.867,5.71,38.55,14.77
"2021-08-13 13:30:00",215211,13.36,1.156,13.99,7.62,6.866,5.71,38.5,14.95
"2021-08-13 13:45:00",215212,13.35,1.154,14.12,7.62,6.864,5.71,38.54,14.98
"2021-08-13 14:00:00",215213,13.34,1.151,14.22,7.62,6.861,5.71,38.52,15
"2021-08-13 14:15:00",215214,13.32,1.149,14.3,7.62,6.859,5.71,38.52,15.09
"2021-08-13 14:30:00",215215,13.33,1.15,14.36,7.62,6.86,5.71,38.6,15.09
"2021-08-13 14:45:00",215216,13.32,1.146,14.43,7.62,6.856,5.71,38.66,15.09
"2021-08-13 15:00:00",215217,13.3,1.148,14.48,7.62,6.858,5.71,38.64,15.15
"2021-08-13 15:15:00",215218,13.29,1.142,14.53,7.62,6.852,5.71,38.62,15.21
"2021-08-13 15:30:00",215219,13.28,1.142,14.55,7.62,6.852,5.71,38.68,15.06
"2021-08-13 15:45:00",215220,13.27,1.14,14.53,7.62,6.85,5.71,38.71,14.95
"2021-08-13 16:00:00",215221,13.26,1.137,14.5,7.62,6.847,5.71,38.69,14.89
"2021-08-13 16:15:00",215222,13.25,1.14,14.47,7.62,6.85,5.71,38.61,14.81
"2021-08-13 16:30:00",215223,13.25,1.132,14.4,7.62,6.842,5.71,38.63,14.7
"2021-08-13 16:45:00",215224,13.23,1.136,14.33,7.62,6.846,5.71,38.6,14.62
"2021-08-13 17:00:00",215225,13.23,1.137,14.26,7.62,6.847,5.71,38.58,14.56
"2021-08-13 17:15:00",215226,13.22,1.135,14.19,7.62,6.845,5.71,38.62,14.42
"2021-08-13 17:30:00",215227,13.21,1.131,14.13,7.62,6.841,5.71,38.98,14.39
"2021-08-13 17:45:00",215228,13.21,1.126,14.06,7.62,6.835,5.71,38.65,14.33
"2021-08-13 18:00:00",215229,13.2,1.123,14,7.62,6.833,5.71,38.68,14.25
"2021-08-13 18:15:00",215230,13.19,1.122,13.94,7.62,6.832,5.71,38.71,14.16
"2021-08-13 18:30:00",215231,13.18,1.117,13.9,7.62,6.826,5.71,38.7,14.13
"2021-08-13 18:45:00",215232,13.18,1.11,13.86,7.62,6.82,5.71,38.71,14.08
"2021-08-13 19:00:00",215233,13.17,1.11,13.81,7.62,6.82,5.71,38.85,14.02
"2021-08-13 19:15:00",215234,13.17,1.113,13.78,7.62,6.823,5.71,38.74,14.02
"2021-08-13 19:30:00",215235,13.16,1.11,13.74,7.62,6.82,5.71,38.75,14.02
"2021-08-13 19:45:00",215236,13.16,1.107,13.71,7.62,6.817,5.71,38.78,13.91
"2021-08-13 20:00:00",215237,13.15,1.109,13.66,7.62,6.819,5.71,38.77,13.85
"2021-08-13 20:15:00",215238,13.15,1.109,13.62,7.62,6.819,5.71,38.78,13.8
"2021-08-13 20:30:00",215239,13.14,1.11,13.57,7.62,6.82,5.71,38.8,13.71
"2021-08-13 20:45:00",215240,13.14,1.111,13.52,7.62,6.821,5.71,38.8,13.63
"2021-08-13 21:00:00",215241,13.14,1.11,13.46,7.62,6.82,5.71,38.76,13.57
"2021-08-13 21:15:00",215242,13.13,1.109,13.4,7.62,6.819,5.71,38.75,13.49
"2021-08-13 21:30:00",215243,13.13,1.11,13.34,7.62,6.82,5.71,38.7,13.38
"2021-08-13 21:45:00",215244,13.12,1.113,13.27,7.62,6.823,5.71,38.6,13.32
"2021-08-13 22:00:00",215245,13.12,1.114,13.2,7.62,6.824,5.71,38.5,13.21
"2021-08-13 22:15:00",215246,13.12,1.115,13.12,7.62,6.825,5.71,38.4,13.08
"2021-08-13 22:30:00",215247,13.11,1.115,13.03,7.62,6.825,5.71,38.25,13
"2021-08-13 22:45:00",215248,13.11,1.114,12.95,7.62,6.824,5.71,38.15,12.92
"2021-08-13 23:00:00",215249,13.11,1.12,12.86,7.62,6.83,5.71,38.06,12.75
"2021-08-13 23:15:00",215250,13.1,1.121,12.76,7.62,6.831,5.71,37.91,12.64
"2021-08-13 23:30:00",215251,13.1,1.125,12.67,7.62,6.835,5.71,37.78,12.5
"2021-08-13 23:45:00",215252,13.1,1.129,12.59,7.62,6.839,5.71,37.58,12.42
"2021-08-14 00:00:00",215253,13.09,1.131,12.5,7.62,6.841,5.71,37.4,12.34
"2021-08-14 00:15:00",215254,13.09,1.135,12.42,7.62,6.844,5.71,37.24,12.23
"2021-08-14 00:30:00",215255,13.09,1.132,12.34,7.62,6.842,5.71,37.12,12.15
"2021-08-14 00:45:00",215256,13.08,1.137,12.26,7.62,6.847,5.71,37.03,12.06
"2021-08-14 01:00:00",215257,13.08,1.142,12.18,7.62,6.852,5.71,36.83,12.01
"2021-08-14 01:15:00",215258,13.08,1.142,12.1,7.62,6.852,5.71,36.72,11.9
"2021-08-14 01:30:00",215259,13.08,1.144,12.03,7.62,6.853,5.71,36.49,11.88
"2021-08-14 01:45:00",215260,13.07,1.142,11.97,7.62,6.852,5.71,36.32,11.79
"2021-08-14 02:00:00",215261,13.07,1.144,11.9,7.62,6.854,5.71,36.09,11.71
"2021-08-14 02:15:00",215262,13.07,1.142,11.84,7.62,6.852,5.71,35.9,11.63
"2021-08-14 02:30:00",215263,13.07,1.144,11.77,7.62,6.854,5.71,35.7,11.55
"2021-08-14 02:45:00",215264,13.06,1.145,11.71,7.62,6.855,5.71,35.47,11.53
"2021-08-14 03:00:00",215265,13.06,1.144,11.65,7.62,6.854,5.71,35.32,11.44
"2021-08-14 03:15:00",215266,13.06,1.139,11.58,7.62,6.849,5.71,35.09,11.39
"2021-08-14 03:30:00",215267,13.06,1.138,11.53,7.62,6.848,5.71,34.79,11.34
"2021-08-14 03:45:00",215268,13.06,1.145,11.47,7.62,6.855,5.71,34.52,11.23
"2021-08-14 04:00:00",215269,13.05,1.141,11.42,7.62,6.851,5.71,34.15,11.23
"2021-08-14 04:15:00",215270,13.05,1.146,11.37,7.62,6.856,5.71,33.92,11.17
"2021-08-14 04:30:00",215271,13.05,1.142,11.32,7.62,6.852,5.71,33.67,11.09
"2021-08-14 04:45:00",215272,13.05,1.15,11.28,7.62,6.86,5.71,33.32,11.12
"2021-08-14 05:00:00",215273,13.05,1.148,11.24,7.62,6.858,5.71,33.09,11.04
"2021-08-14 05:15:00",215274,13.05,1.15,11.2,7.62,6.86,5.71,32.8,11.01
"2021-08-14 05:30:00",215275,13.04,1.149,11.16,7.62,6.859,5.71,32.48,10.98
"2021-08-14 05:45:00",215276,13.04,1.149,11.11,7.62,6.859,5.71,32.27,10.88
"2021-08-14 06:00:00",215277,13.04,1.149,11.08,7.62,6.859,5.71,31.96,10.88
"2021-08-14 06:15:00",215278,13.04,1.153,11.04,7.62,6.862,5.71,31.73,10.82
"2021-08-14 06:30:00",215279,13.04,1.153,11,7.62,6.863,5.71,31.75,10.77
