"TOA5","DanaFrkBug","CR800","15297","CR800.Std.11","CPU:DanaFk_downloaded_20210707.cr8","13686","T15min"
"TIMESTAMP","RECORD","BattV","Lvl_ft","Temp_C","Observed","Lvl_ft_corr","Offset"
"TS","RN","Volts","feet","deg C","","feet",""
"","","Smp","Smp","Smp","Smp","Smp","Smp"
"2022-04-27 12:00:00",257499,11.910,1.0530,3.0410,1.0000,1.3030,0.25000
"2022-04-27 12:15:00",257500,11.910,1.0500,3.3440,1.0000,1.3000,0.25000
"2022-04-27 12:30:00",257501,11.920,1.0540,3.6330,1.0000,1.3040,0.25000
"2022-04-27 12:45:00",257502,11.920,1.0530,3.9310,1.0000,1.3020,0.25000
"2022-04-27 13:00:00",257503,11.920,1.0500,4.2630,1.0000,1.3000,0.25000
"2022-04-27 13:15:00",257504,11.920,1.0500,4.6040,1.0000,1.3000,0.25000
"2022-04-27 13:30:00",257505,11.920,1.0460,4.8920,1.0000,1.2950,0.25000
"2022-04-27 13:45:00",257506,11.920,1.0480,5.1840,1.0000,1.2970,0.25000
"2022-04-27 14:00:00",257507,11.920,1.0520,5.4810,1.0000,1.3020,0.25000
"2022-04-27 14:15:00",257508,11.930,1.0540,5.7320,1.0000,1.3040,0.25000
"2022-04-27 14:30:00",257509,11.930,1.0560,5.9910,1.0000,1.3050,0.25000
"2022-04-27 14:45:00",257510,11.930,1.0570,6.1720,1.0000,1.3070,0.25000
"2022-04-27 15:00:00",257511,11.930,1.0610,6.3420,1.0000,1.3110,0.25000
"2022-04-27 15:15:00",257512,11.930,1.0610,6.4920,1.0000,1.3110,0.25000
"2022-04-27 15:30:00",257513,11.930,1.0690,6.6690,1.0000,1.3180,0.25000
"2022-04-27 15:45:00",257514,11.930,1.0660,6.8170,1.0000,1.3160,0.25000
"2022-04-27 16:00:00",257515,11.930,1.0690,6.9310,1.0000,1.3180,0.25000
"2022-04-27 16:15:00",257516,11.930,1.0710,6.9950,1.0000,1.3210,0.25000
"2022-04-27 16:30:00",257517,11.930,1.0800,7.0300,1.0000,1.3290,0.25000
"2022-04-27 16:45:00",257518,11.930,1.0800,7.0200,1.0000,1.3300,0.25000
"2022-04-27 17:00:00",257519,11.930,1.0900,6.9820,1.0000,1.3400,0.25000
"2022-04-27 17:15:00",257520,11.930,1.0920,6.9210,1.0000,1.3410,0.25000
"2022-04-27 17:30:00",257521,11.930,1.0930,6.8280,1.0000,1.3420,0.25000
"2022-04-27 17:45:00",257522,11.930,1.1060,6.7040,1.0000,1.3550,0.25000
"2022-04-27 18:00:00",257523,11.930,1.1020,6.5710,1.0000,1.3510,0.25000
"2022-04-27 18:15:00",257524,11.930,1.1050,6.4230,1.0000,1.3540,0.25000
"2022-04-27 18:30:00",257525,11.930,1.1040,6.2660,1.0000,1.3540,0.25000
"2022-04-27 18:45:00",257526,11.920,1.1120,6.1200,1.0000,1.3620,0.25000
"2022-04-27 19:00:00",257527,11.920,1.1140,5.9820,1.0000,1.3640,0.25000
"2022-04-27 19:15:00",257528,11.930,1.1170,5.8460,1.0000,1.3670,0.25000
"2022-04-27 19:30:00",257529,11.930,1.1150,5.6870,1.0000,1.3650,0.25000
"2022-04-27 19:45:00",257530,11.930,1.1200,5.5230,1.0000,1.3700,0.25000
"2022-04-27 20:00:00",257531,11.930,1.1180,5.3550,1.0000,1.3670,0.25000
"2022-04-27 20:15:00",257532,11.920,1.1250,5.1940,1.0000,1.3750,0.25000
"2022-04-27 20:30:00",257533,11.910,1.1190,5.0350,1.0000,1.3680,0.25000
"2022-04-27 20:45:00",257534,11.910,1.1230,4.8720,1.0000,1.3730,0.25000
"2022-04-27 21:00:00",257535,11.910,1.1250,4.7130,1.0000,1.3740,0.25000
"2022-04-27 21:15:00",257536,11.910,1.1240,4.5560,1.0000,1.3730,0.25000
"2022-04-27 21:30:00",257537,11.910,1.1230,4.4010,1.0000,1.3730,0.25000
"2022-04-27 21:45:00",257538,11.910,1.1240,4.2380,1.0000,1.3730,0.25000
"2022-04-27 22:00:00",257539,11.910,1.1260,4.0810,1.0000,1.3760,0.25000
"2022-04-27 22:15:00",257540,11.900,1.1250,3.9240,1.0000,1.3750,0.25000
"2022-04-27 22:30:00",257541,11.900,1.1280,3.7630,1.0000,1.3780,0.25000
"2022-04-27 22:45:00",257542,11.900,1.1210,3.6010,1.0000,1.3710,0.25000
"2022-04-27 23:00:00",257543,11.900,1.1200,3.4470,1.0000,1.3700,0.25000
"2022-04-27 23:15:00",257544,11.900,1.1230,3.2940,1.0000,1.3720,0.25000
"2022-04-27 23:30:00",257545,11.900,1.1200,3.1390,1.0000,1.3700,0.25000
"2022-04-27 23:45:00",257546,11.890,1.1220,2.9890,1.0000,1.3720,0.25000
"2022-04-28 00:00:00",257547,11.890,1.1180,2.8420,1.0000,1.3670,0.25000
"2022-04-28 00:15:00",257548,11.890,1.1150,2.7120,1.0000,1.3650,0.25000
"2022-04-28 00:30:00",257549,11.890,1.1180,2.5900,1.0000,1.3680,0.25000
"2022-04-28 00:45:00",257550,11.890,1.1190,2.4770,1.0000,1.3680,0.25000
"2022-04-28 01:00:00",257551,11.890,1.1130,2.3620,1.0000,1.3630,0.25000
"2022-04-28 01:15:00",257552,11.890,1.1150,2.2460,1.0000,1.3650,0.25000
"2022-04-28 01:30:00",257553,11.890,1.1120,2.1350,1.0000,1.3620,0.25000
"2022-04-28 01:45:00",257554,11.890,1.1140,2.0300,1.0000,1.3640,0.25000
"2022-04-28 02:00:00",257555,11.890,1.1140,1.9220,1.0000,1.3640,0.25000
"2022-04-28 02:15:00",257556,11.890,1.1130,1.8250,1.0000,1.3630,0.25000
"2022-04-28 02:30:00",257557,11.880,1.1020,1.7300,1.0000,1.3510,0.25000
"2022-04-28 02:45:00",257558,11.880,1.1020,1.6520,1.0000,1.3520,0.25000
"2022-04-28 03:00:00",257559,11.880,1.1070,1.5790,1.0000,1.3560,0.25000
"2022-04-28 03:15:00",257560,11.880,1.1060,1.5070,1.0000,1.3560,0.25000
"2022-04-28 03:30:00",257561,11.880,1.1050,1.4340,1.0000,1.3540,0.25000
"2022-04-28 03:45:00",257562,11.880,1.1050,1.3620,1.0000,1.3540,0.25000
"2022-04-28 04:00:00",257563,11.880,1.1030,1.2810,1.0000,1.3530,0.25000
"2022-04-28 04:15:00",257564,11.880,1.1020,1.1970,1.0000,1.3520,0.25000
"2022-04-28 04:30:00",257565,11.880,1.1010,1.1140,1.0000,1.3500,0.25000
"2022-04-28 04:45:00",257566,11.880,1.1010,1.0290,1.0000,1.3510,0.25000
"2022-04-28 05:00:00",257567,11.880,1.0990,0.95300,1.0000,1.3480,0.25000
"2022-04-28 05:15:00",257568,11.880,1.0980,0.88500,1.0000,1.3470,0.25000
"2022-04-28 05:30:00",257569,11.880,1.0960,0.81200,1.0000,1.3460,0.25000
"2022-04-28 05:45:00",257570,11.880,1.0930,0.74900,1.0000,1.3420,0.25000
"2022-04-28 06:00:00",257571,11.870,1.0900,0.68400,1.0000,1.3400,0.25000
"2022-04-28 06:15:00",257572,11.870,1.0950,0.62200,1.0000,1.3440,0.25000
"2022-04-28 06:30:00",257573,11.870,1.0910,0.56400,1.0000,1.3410,0.25000
"2022-04-28 06:45:00",257574,11.870,1.0900,0.50700,1.0000,1.3400,0.25000
"2022-04-28 07:00:00",257575,11.870,1.0870,0.45400,1.0000,1.3360,0.25000
"2022-04-28 07:15:00",257576,11.870,1.0840,0.40800,1.0000,1.3330,0.25000
"2022-04-28 07:30:00",257577,11.870,1.0750,0.36800,1.0000,1.3250,0.25000
"2022-04-28 07:45:00",257578,11.870,1.0700,0.34200,1.0000,1.3190,0.25000
"2022-04-28 08:00:00",257579,11.870,1.0660,0.32700,1.0000,1.3160,0.25000
"2022-04-28 08:15:00",257580,11.870,1.0690,0.32200,1.0000,1.3180,0.25000
"2022-04-28 08:30:00",257581,11.870,1.0660,0.33200,1.0000,1.3150,0.25000
"2022-04-28 08:45:00",257582,11.870,1.0670,0.35200,1.0000,1.3170,0.25000
"2022-04-28 09:00:00",257583,11.880,1.0620,0.39100,1.0000,1.3120,0.25000
"2022-04-28 09:15:00",257584,11.880,1.0600,0.45200,1.0000,1.3100,0.25000
"2022-04-28 09:30:00",257585,11.880,1.0670,0.54700,1.0000,1.3170,0.25000
"2022-04-28 09:45:00",257586,11.880,1.0760,0.69600,1.0000,1.3260,0.25000
"2022-04-28 10:00:00",257587,11.880,1.0800,0.81200,1.0000,1.3290,0.25000
"2022-04-28 10:15:00",257588,11.890,1.0810,0.96300,1.0000,1.3310,0.25000
"2022-04-28 10:30:00",257589,11.890,1.0830,1.1470,1.0000,1.3330,0.25000
"2022-04-28 10:45:00",257590,11.890,1.0820,1.3530,1.0000,1.3320,0.25000
"2022-04-28 11:00:00",257591,11.890,1.0770,1.5720,1.0000,1.3270,0.25000
"2022-04-28 11:15:00",257592,11.890,1.0800,1.8160,1.0000,1.3300,0.25000
"2022-04-28 11:30:00",257593,11.890,1.0710,2.0810,1.0000,1.3210,0.25000
"2022-04-28 11:45:00",257594,11.890,1.0750,2.3520,1.0000,1.3250,0.25000
"2022-04-28 12:00:00",257595,11.900,1.0810,2.6260,1.0000,1.3310,0.25000
"2022-04-28 12:15:00",257596,11.890,1.0830,2.9300,1.0000,1.3330,0.25000
"2022-04-28 12:30:00",257597,11.900,1.0850,3.2330,1.0000,1.3340,0.25000
"2022-04-28 12:45:00",257598,11.900,1.0810,3.5320,1.0000,1.3310,0.25000
"2022-04-28 13:00:00",257599,11.900,1.0820,3.8320,1.0000,1.3320,0.25000
"2022-04-28 13:15:00",257600,11.900,1.0760,4.1550,1.0000,1.3250,0.25000
"2022-04-28 13:30:00",257601,11.900,1.0710,4.4550,1.0000,1.3210,0.25000
"2022-04-28 13:45:00",257602,11.900,1.0730,4.7640,1.0000,1.3220,0.25000
"2022-04-28 14:00:00",257603,11.900,1.0720,5.0520,1.0000,1.3220,0.25000
"2022-04-28 14:15:00",257604,11.900,1.0700,5.3350,1.0000,1.3200,0.25000
"2022-04-28 14:30:00",257605,11.910,1.0720,5.5950,1.0000,1.3210,0.25000
"2022-04-28 14:45:00",257606,11.910,1.0760,5.8270,1.0000,1.3260,0.25000
"2022-04-28 15:00:00",257607,11.910,1.0720,6.0490,1.0000,1.3220,0.25000
"2022-04-28 15:15:00",257608,11.910,1.0750,6.2110,1.0000,1.3240,0.25000
"2022-04-28 15:30:00",257609,11.910,1.0810,6.3410,1.0000,1.3310,0.25000
"2022-04-28 15:45:00",257610,11.910,1.0790,6.4390,1.0000,1.3290,0.25000
"2022-04-28 16:00:00",257611,11.920,1.0810,6.5100,1.0000,1.3310,0.25000
"2022-04-28 16:15:00",257612,11.910,1.0870,6.5400,1.0000,1.3360,0.25000
"2022-04-28 16:30:00",257613,11.910,1.0870,6.5400,1.0000,1.3370,0.25000
"2022-04-28 16:45:00",257614,11.910,1.0940,6.5120,1.0000,1.3430,0.25000
"2022-04-28 17:00:00",257615,11.920,1.0890,6.4600,1.0000,1.3380,0.25000
"2022-04-28 17:15:00",257616,11.910,1.0910,6.3790,1.0000,1.3400,0.25000
"2022-04-28 17:30:00",257617,11.910,1.0970,6.2680,1.0000,1.3460,0.25000
"2022-04-28 17:45:00",257618,11.910,1.0990,6.1460,1.0000,1.3490,0.25000
"2022-04-28 18:00:00",257619,11.910,1.1080,5.9980,1.0000,1.3570,0.25000
"2022-04-28 18:15:00",257620,11.910,1.1050,5.8480,1.0000,1.3540,0.25000
"2022-04-28 18:30:00",257621,11.910,1.1040,5.7000,1.0000,1.3540,0.25000
"2022-04-28 18:45:00",257622,11.900,1.1050,5.5540,1.0000,1.3550,0.25000
"2022-04-28 19:00:00",257623,11.910,1.1060,5.4010,1.0000,1.3560,0.25000
"2022-04-28 19:15:00",257624,11.910,1.1060,5.2450,1.0000,1.3560,0.25000
"2022-04-28 19:30:00",257625,11.910,1.1110,5.0830,1.0000,1.3610,0.25000
"2022-04-28 19:45:00",257626,11.900,1.1150,4.9210,1.0000,1.3650,0.25000
"2022-04-28 20:00:00",257627,11.910,1.1150,4.7540,1.0000,1.3640,0.25000
"2022-04-28 20:15:00",257628,11.900,1.1100,4.5870,1.0000,1.3590,0.25000
"2022-04-28 20:30:00",257629,11.900,1.1100,4.4290,1.0000,1.3590,0.25000
"2022-04-28 20:45:00",257630,11.900,1.1120,4.2630,1.0000,1.3620,0.25000
"2022-04-28 21:00:00",257631,11.900,1.1130,4.0980,1.0000,1.3620,0.25000
"2022-04-28 21:15:00",257632,11.900,1.1070,3.9370,1.0000,1.3570,0.25000
"2022-04-28 21:30:00",257633,11.890,1.1120,3.7890,1.0000,1.3610,0.25000
"2022-04-28 21:45:00",257634,11.890,1.1130,3.6420,1.0000,1.3630,0.25000
"2022-04-28 22:00:00",257635,11.890,1.1080,3.5000,1.0000,1.3580,0.25000
"2022-04-28 22:15:00",257636,11.890,1.1130,3.3610,1.0000,1.3620,0.25000
"2022-04-28 22:30:00",257637,11.890,1.1090,3.2240,1.0000,1.3580,0.25000
"2022-04-28 22:45:00",257638,11.890,1.1070,3.0840,1.0000,1.3570,0.25000
"2022-04-28 23:00:00",257639,11.890,1.1010,2.9440,1.0000,1.3510,0.25000
"2022-04-28 23:15:00",257640,11.890,1.1070,2.8060,1.0000,1.3560,0.25000
"2022-04-28 23:30:00",257641,11.880,1.1040,2.6600,1.0000,1.3540,0.25000
"2022-04-28 23:45:00",257642,11.880,1.1020,2.5210,1.0000,1.3520,0.25000
"2022-04-29 00:00:00",257643,11.880,1.1020,2.3850,1.0000,1.3520,0.25000
"2022-04-29 00:15:00",257644,11.880,1.0990,2.2460,1.0000,1.3490,0.25000
"2022-04-29 00:30:00",257645,11.880,1.0960,2.1090,1.0000,1.3460,0.25000
"2022-04-29 00:45:00",257646,11.880,1.0980,1.9670,1.0000,1.3470,0.25000
"2022-04-29 01:00:00",257647,11.870,1.0910,1.8300,1.0000,1.3400,0.25000
"2022-04-29 01:15:00",257648,11.870,1.0930,1.7000,1.0000,1.3430,0.25000
"2022-04-29 01:30:00",257649,11.870,1.0940,1.5730,1.0000,1.3430,0.25000
"2022-04-29 01:45:00",257650,11.870,1.0960,1.4510,1.0000,1.3450,0.25000
"2022-04-29 02:00:00",257651,11.870,1.0890,1.3390,1.0000,1.3380,0.25000
"2022-04-29 02:15:00",257652,11.870,1.0840,1.2280,1.0000,1.3340,0.25000
"2022-04-29 02:30:00",257653,11.870,1.0880,1.1200,1.0000,1.3380,0.25000
"2022-04-29 02:45:00",257654,11.870,1.0870,1.0170,1.0000,1.3360,0.25000
"2022-04-29 03:00:00",257655,11.870,1.0800,0.91600,1.0000,1.3300,0.25000
"2022-04-29 03:15:00",257656,11.870,1.0790,0.82000,1.0000,1.3290,0.25000
"2022-04-29 03:30:00",257657,11.870,1.0850,0.72900,1.0000,1.3350,0.25000
"2022-04-29 03:45:00",257658,11.870,1.0810,0.63900,1.0000,1.3300,0.25000
"2022-04-29 04:00:00",257659,11.870,1.0720,0.55000,1.0000,1.3220,0.25000
"2022-04-29 04:15:00",257660,11.870,1.0760,0.46700,1.0000,1.3250,0.25000
"2022-04-29 04:30:00",257661,11.860,1.0650,0.38900,1.0000,1.3150,0.25000
"2022-04-29 04:45:00",257662,11.860,1.0640,0.31400,1.0000,1.3130,0.25000
"2022-04-29 05:00:00",257663,11.860,1.0520,0.24200,1.0000,1.3020,0.25000
"2022-04-29 05:15:00",257664,11.860,1.0500,0.17100,1.0000,1.3000,0.25000
"2022-04-29 05:30:00",257665,11.860,1.0410,0.10900,1.0000,1.2900,0.25000
"2022-04-29 05:45:00",257666,11.860,1.0380,0.050000,1.0000,1.2880,0.25000
"2022-04-29 06:00:00",257667,11.860,1.0390,-0.0080000,1.0000,1.2890,0.25000
"2022-04-29 06:15:00",257668,11.860,1.0260,-0.057000,1.0000,1.2760,0.25000
"2022-04-29 06:30:00",257669,11.860,1.0300,-0.050000,1.0000,1.2800,0.25000
"2022-04-29 06:45:00",257670,11.860,1.0260,-0.048000,1.0000,1.2760,0.25000
"2022-04-29 07:00:00",257671,11.860,1.0210,-0.047000,1.0000,1.2710,0.25000
"2022-04-29 07:15:00",257672,11.860,1.0190,-0.047000,1.0000,1.2690,0.25000
"2022-04-29 07:30:00",257673,11.860,1.0190,-0.045000,1.0000,1.2680,0.25000
"2022-04-29 07:45:00",257674,11.860,1.0200,-0.043000,1.0000,1.2690,0.25000
"2022-04-29 08:00:00",257675,11.860,1.0220,-0.036000,1.0000,1.2720,0.25000
"2022-04-29 08:15:00",257676,11.860,1.0220,-0.019000,1.0000,1.2720,0.25000
"2022-04-29 08:30:00",257677,11.860,1.0220,0.020000,1.0000,1.2710,0.25000
"2022-04-29 08:45:00",257678,11.860,1.0230,0.13500,1.0000,1.2720,0.25000
"2022-04-29 09:00:00",257679,11.870,1.0310,0.26400,1.0000,1.2800,0.25000
"2022-04-29 09:15:00",257680,11.870,1.0350,0.40900,1.0000,1.2840,0.25000
"2022-04-29 09:30:00",257681,11.870,1.0450,0.57200,1.0000,1.2940,0.25000
"2022-04-29 09:45:00",257682,11.870,1.0560,0.74600,1.0000,1.3060,0.25000
"2022-04-29 10:00:00",257683,11.880,1.0640,0.89100,1.0000,1.3130,0.25000
"2022-04-29 10:15:00",257684,11.880,1.0770,1.0480,1.0000,1.3270,0.25000
"2022-04-29 10:30:00",257685,11.890,1.0950,1.2400,1.0000,1.3440,0.25000
"2022-04-29 10:45:00",257686,11.890,1.1140,1.4440,1.0000,1.3630,0.25000
"2022-04-29 11:00:00",257687,11.890,1.1140,1.6590,1.0000,1.3640,0.25000
"2022-04-29 11:15:00",257688,11.890,1.1090,1.9050,1.0000,1.3580,0.25000
"2022-04-29 11:30:00",257689,11.900,1.0990,2.2020,1.0000,1.3490,0.25000
"2022-04-29 11:45:00",257690,11.900,1.0950,2.5170,1.0000,1.3450,0.25000
"2022-04-29 12:00:00",257691,11.910,1.0900,2.8070,1.0000,1.3390,0.25000
"2022-04-29 12:15:00",257692,11.920,1.0890,3.0860,1.0000,1.3390,0.25000
"2022-04-29 12:30:00",257693,11.920,1.0920,3.3920,1.0000,1.3420,0.25000
"2022-04-29 12:45:00",257694,11.920,1.0840,3.7010,1.0000,1.3340,0.25000
"2022-04-29 13:00:00",257695,11.920,1.0840,3.9670,1.0000,1.3340,0.25000
"2022-04-29 13:15:00",257696,11.920,1.0820,4.2070,1.0000,1.3310,0.25000
"2022-04-29 13:30:00",257697,11.920,1.0790,4.4750,1.0000,1.3290,0.25000
"2022-04-29 13:45:00",257698,11.920,1.0690,4.7900,1.0000,1.3190,0.25000
"2022-04-29 14:00:00",257699,11.920,1.0710,5.0220,1.0000,1.3210,0.25000
"2022-04-29 14:15:00",257700,11.920,1.0780,5.2100,1.0000,1.3270,0.25000
"2022-04-29 14:30:00",257701,11.930,1.0730,5.5060,1.0000,1.3230,0.25000
"2022-04-29 14:45:00",257702,11.930,1.0700,5.8620,1.0000,1.3200,0.25000
"2022-04-29 15:00:00",257703,11.930,1.0730,6.1220,1.0000,1.3230,0.25000
"2022-04-29 15:15:00",257704,11.930,1.0760,6.3290,1.0000,1.3260,0.25000
"2022-04-29 15:30:00",257705,11.930,1.0830,6.4920,1.0000,1.3330,0.25000
"2022-04-29 15:45:00",257706,11.930,1.0800,6.5550,1.0000,1.3290,0.25000
"2022-04-29 16:00:00",257707,11.940,1.0890,6.6630,1.0000,1.3390,0.25000
"2022-04-29 16:15:00",257708,11.940,1.0930,6.7150,1.0000,1.3420,0.25000
"2022-04-29 16:30:00",257709,11.940,1.0990,6.7900,1.0000,1.3480,0.25000
"2022-04-29 16:45:00",257710,11.940,1.1060,6.8090,1.0000,1.3550,0.25000
"2022-04-29 17:00:00",257711,11.940,1.1090,6.8130,1.0000,1.3580,0.25000
"2022-04-29 17:15:00",257712,11.940,1.1200,6.7770,1.0000,1.3690,0.25000
"2022-04-29 17:30:00",257713,11.940,1.1260,6.7240,1.0000,1.3760,0.25000
"2022-04-29 17:45:00",257714,11.940,1.1250,6.6440,1.0000,1.3740,0.25000
"2022-04-29 18:00:00",257715,11.930,1.1300,6.5600,1.0000,1.3800,0.25000
"2022-04-29 18:15:00",257716,11.940,1.1390,6.4560,1.0000,1.3890,0.25000
"2022-04-29 18:30:00",257717,11.930,1.1410,6.3510,1.0000,1.3910,0.25000
"2022-04-29 18:45:00",257718,11.940,1.1460,6.2390,1.0000,1.3960,0.25000
"2022-04-29 19:00:00",257719,11.930,1.1510,6.1120,1.0000,1.4000,0.25000
"2022-04-29 19:15:00",257720,11.930,1.1590,5.9870,1.0000,1.4090,0.25000
"2022-04-29 19:30:00",257721,11.930,1.1610,5.8590,1.0000,1.4100,0.25000
"2022-04-29 19:45:00",257722,11.930,1.1610,5.7200,1.0000,1.4110,0.25000
"2022-04-29 20:00:00",257723,11.930,1.1680,5.5740,1.0000,1.4180,0.25000
"2022-04-29 20:15:00",257724,11.920,1.1630,5.4190,1.0000,1.4120,0.25000
"2022-04-29 20:30:00",257725,11.920,1.1670,5.2620,1.0000,1.4160,0.25000
"2022-04-29 20:45:00",257726,11.920,1.1640,5.1100,1.0000,1.4140,0.25000
"2022-04-29 21:00:00",257727,11.920,1.1670,4.9440,1.0000,1.4160,0.25000
"2022-04-29 21:15:00",257728,11.910,1.1690,4.7790,1.0000,1.4190,0.25000
"2022-04-29 21:30:00",257729,11.910,1.1720,4.6190,1.0000,1.4210,0.25000
"2022-04-29 21:45:00",257730,11.910,1.1670,4.4610,1.0000,1.4170,0.25000
"2022-04-29 22:00:00",257731,11.910,1.1750,4.2980,1.0000,1.4240,0.25000
"2022-04-29 22:15:00",257732,11.910,1.1710,4.1400,1.0000,1.4210,0.25000
"2022-04-29 22:30:00",257733,11.910,1.1660,3.9780,1.0000,1.4160,0.25000
"2022-04-29 22:45:00",257734,11.910,1.1600,3.8190,1.0000,1.4100,0.25000
"2022-04-29 23:00:00",257735,11.910,1.1690,3.6580,1.0000,1.4180,0.25000
"2022-04-29 23:15:00",257736,11.910,1.1720,3.5070,1.0000,1.4220,0.25000
"2022-04-29 23:30:00",257737,11.910,1.1620,3.3590,1.0000,1.4120,0.25000
"2022-04-29 23:45:00",257738,11.900,1.1600,3.2090,1.0000,1.4100,0.25000
"2022-04-30 00:00:00",257739,11.900,1.1660,3.0630,1.0000,1.4150,0.25000
"2022-04-30 00:15:00",257740,11.900,1.1640,2.9280,1.0000,1.4140,0.25000
"2022-04-30 00:30:00",257741,11.890,1.1670,2.7920,1.0000,1.4160,0.25000
"2022-04-30 00:45:00",257742,11.890,1.1610,2.6670,1.0000,1.4110,0.25000
"2022-04-30 01:00:00",257743,11.890,1.1600,2.5470,1.0000,1.4100,0.25000
"2022-04-30 01:15:00",257744,11.890,1.1550,2.4290,1.0000,1.4050,0.25000
"2022-04-30 01:30:00",257745,11.890,1.1590,2.3170,1.0000,1.4090,0.25000
"2022-04-30 01:45:00",257746,11.890,1.1510,2.2070,1.0000,1.4010,0.25000
"2022-04-30 02:00:00",257747,11.890,1.1510,2.1060,1.0000,1.4010,0.25000
"2022-04-30 02:15:00",257748,11.890,1.1530,2.0040,1.0000,1.4030,0.25000
"2022-04-30 02:30:00",257749,11.890,1.1480,1.9100,1.0000,1.3970,0.25000
"2022-04-30 02:45:00",257750,11.880,1.1460,1.8190,1.0000,1.3950,0.25000
"2022-04-30 03:00:00",257751,11.880,1.1510,1.7330,1.0000,1.4010,0.25000
"2022-04-30 03:15:00",257752,11.880,1.1470,1.6500,1.0000,1.3970,0.25000
"2022-04-30 03:30:00",257753,11.880,1.1490,1.5700,1.0000,1.3990,0.25000
"2022-04-30 03:45:00",257754,11.880,1.1470,1.4950,1.0000,1.3960,0.25000
"2022-04-30 04:00:00",257755,11.880,1.1380,1.4190,1.0000,1.3880,0.25000
"2022-04-30 04:15:00",257756,11.880,1.1440,1.3460,1.0000,1.3930,0.25000
"2022-04-30 04:30:00",257757,11.880,1.1410,1.2780,1.0000,1.3910,0.25000
"2022-04-30 04:45:00",257758,11.880,1.1410,1.2120,1.0000,1.3910,0.25000
"2022-04-30 05:00:00",257759,11.870,1.1360,1.1490,1.0000,1.3860,0.25000
"2022-04-30 05:15:00",257760,11.870,1.1420,1.0900,1.0000,1.3910,0.25000
"2022-04-30 05:30:00",257761,11.870,1.1350,1.0260,1.0000,1.3850,0.25000
"2022-04-30 05:45:00",257762,11.870,1.1310,0.97100,1.0000,1.3810,0.25000
"2022-04-30 06:00:00",257763,11.870,1.1300,0.91500,1.0000,1.3790,0.25000
"2022-04-30 06:15:00",257764,11.870,1.1350,0.86300,1.0000,1.3850,0.25000
"2022-04-30 06:30:00",257765,11.870,1.1300,0.81000,1.0000,1.3800,0.25000
"2022-04-30 06:45:00",257766,11.870,1.1330,0.76000,1.0000,1.3830,0.25000
"2022-04-30 07:00:00",257767,11.870,1.1250,0.71700,1.0000,1.3740,0.25000
"2022-04-30 07:15:00",257768,11.870,1.1270,0.67900,1.0000,1.3760,0.25000
"2022-04-30 07:30:00",257769,11.870,1.1200,0.64700,1.0000,1.3690,0.25000
"2022-04-30 07:45:00",257770,11.870,1.1260,0.63000,1.0000,1.3750,0.25000
"2022-04-30 08:00:00",257771,11.870,1.1200,0.63400,1.0000,1.3700,0.25000
"2022-04-30 08:15:00",257772,11.870,1.1140,0.65900,1.0000,1.3640,0.25000
"2022-04-30 08:30:00",257773,11.870,1.1190,0.69500,1.0000,1.3690,0.25000
"2022-04-30 08:45:00",257774,11.870,1.1180,0.74700,1.0000,1.3680,0.25000
"2022-04-30 09:00:00",257775,11.870,1.1190,0.82300,1.0000,1.3690,0.25000
"2022-04-30 09:15:00",257776,11.870,1.1170,0.93000,1.0000,1.3670,0.25000
"2022-04-30 09:30:00",257777,11.880,1.1230,1.0640,1.0000,1.3720,0.25000
"2022-04-30 09:45:00",257778,11.880,1.1200,1.2330,1.0000,1.3700,0.25000
"2022-04-30 10:00:00",257779,11.890,1.1190,1.3930,1.0000,1.3680,0.25000
"2022-04-30 10:15:00",257780,11.890,1.1160,1.5850,1.0000,1.3660,0.25000
"2022-04-30 10:30:00",257781,11.890,1.1140,1.8090,1.0000,1.3640,0.25000
"2022-04-30 10:45:00",257782,11.900,1.1160,2.0490,1.0000,1.3660,0.25000
"2022-04-30 11:00:00",257783,11.890,1.1180,2.3070,1.0000,1.3670,0.25000
"2022-04-30 11:15:00",257784,11.900,1.1130,2.5760,1.0000,1.3630,0.25000
"2022-04-30 11:30:00",257785,11.900,1.1130,2.8730,1.0000,1.3620,0.25000
"2022-04-30 11:45:00",257786,11.900,1.1160,3.1910,1.0000,1.3650,0.25000
"2022-04-30 12:00:00",257787,11.900,1.1150,3.5340,1.0000,1.3640,0.25000
"2022-04-30 12:15:00",257788,11.900,1.1160,3.8800,1.0000,1.3650,0.25000
"2022-04-30 12:30:00",257789,11.910,1.1110,4.2320,1.0000,1.3610,0.25000
"2022-04-30 12:45:00",257790,11.910,1.1130,4.6060,1.0000,1.3630,0.25000
"2022-04-30 13:00:00",257791,11.920,1.1130,5.0160,1.0000,1.3620,0.25000
"2022-04-30 13:15:00",257792,11.920,1.1150,5.4040,1.0000,1.3650,0.25000
"2022-04-30 13:30:00",257793,11.920,1.1200,5.7920,1.0000,1.3700,0.25000
"2022-04-30 13:45:00",257794,11.920,1.1140,6.1060,1.0000,1.3640,0.25000
"2022-04-30 14:00:00",257795,11.920,1.1200,6.3430,1.0000,1.3700,0.25000
"2022-04-30 14:15:00",257796,11.920,1.1290,6.5690,1.0000,1.3790,0.25000
"2022-04-30 14:30:00",257797,11.920,1.1220,6.7550,1.0000,1.3720,0.25000
"2022-04-30 14:45:00",257798,11.920,1.1350,6.9030,1.0000,1.3850,0.25000
