date_time(UTC:PDT+7),raw_pressure(cm),barocorrected_pressure(cm),adjusted_stage(cm),estimated_discharge(cms),water_temperature(deg_C),discharge_flag
2022-07-30 10:30:00,219.33408,219.33408,220.7976345148354,0.7207084530542446,12.01,0
2022-07-30 11:00:00,218.93784,218.93784,220.4013945148354,0.7049778706814867,11.95,0
2022-07-30 11:30:00,218.9988,218.9988,220.4623545148354,0.7073905142494382,11.84,0
2022-07-30 12:00:00,218.63304,218.63304,220.0965945148354,0.6929554495295885,11.79,0
2022-07-30 12:30:00,218.05392,218.05392,219.5174745148354,0.6703013212357709,11.65,0
2022-07-30 13:00:00,217.7796,217.7796,219.2431545148354,0.6596572705688432,11.6,0
2022-07-30 13:30:00,217.56624,217.56624,219.0297945148354,0.6514174388340103,11.52,0
2022-07-30 14:00:00,217.44432,217.44432,218.9078745148354,0.6467242980702447,11.41,0
2022-07-30 14:30:00,217.38336,217.38336,218.84691451483542,0.6443819210105051,11.44,0
2022-07-30 15:00:00,217.20048000000003,217.20048000000003,218.66403451483544,0.637371604768592,11.41,0
2022-07-30 15:30:00,216.83472,216.83472,218.2982745148354,0.6234269553515934,11.44,0
2022-07-30 16:00:00,216.7128,216.7128,218.1763545148354,0.6188013564790158,11.56,0
2022-07-30 16:30:00,216.34704,216.34704,217.8105945148354,0.6049928165171369,11.75,0
2022-07-30 17:00:00,215.92032,215.92032,217.3838745148354,0.5890130933297041,11.97,0
2022-07-30 17:30:00,215.73744,215.73744,217.2009945148354,0.5822078762467734,12.3,0
2022-07-30 18:00:00,215.4936,215.4936,216.9571545148354,0.5731748561152518,12.73,0
2022-07-30 18:30:00,215.55456,215.55456,217.01811451483542,0.5754287492699236,13.11,0
2022-07-30 19:00:00,215.21928,215.21928,216.6828345148354,0.5630684594809147,13.36,0
2022-07-30 19:30:00,215.12784,215.12784,216.5913945148354,0.5597128375378154,13.87,0
2022-07-30 20:00:00,215.15832,215.15832,216.6218745148354,0.560830644312074,14.21,0
2022-07-30 20:30:00,215.28024,215.28024,216.7437945148354,0.5653092068200691,14.61,0
2022-07-30 21:00:00,214.85352,214.85352,216.3170745148354,0.5496856912452818,14.53,0
2022-07-30 21:30:00,215.12784,215.12784,216.5913945148354,0.5597128375378154,14.39,0
2022-07-30 22:00:00,214.85352,214.85352,216.3170745148354,0.5496856912452818,14.42,0
2022-07-30 22:30:00,214.82304,214.82304,216.2865945148354,0.5485752525532196,14.25,0
2022-07-30 23:00:00,214.60968000000005,214.60968000000005,216.07323451483546,0.5408229192092983,14.25,0
2022-07-30 23:30:00,214.70112,214.70112,216.1646745148354,0.5441408988980523,14.47,0
2022-07-31 00:00:00,214.64016,214.64016,216.10371451483542,0.5419281699265541,14.44,0
2022-07-31 00:30:00,214.5792,214.5792,216.0427545148354,0.5397184116946214,14.36,0
2022-07-31 01:00:00,214.7316,214.7316,216.1951545148354,0.5452483761195728,14.5,0
2022-07-31 01:30:00,214.7316,214.7316,216.1951545148354,0.5452483761195728,14.41,0
2022-07-31 02:00:00,215.1888,215.1888,216.6523545148354,0.5619491851261954,14.3,0
2022-07-31 02:30:00,215.3412,215.3412,216.8047545148354,0.5675528823554105,14.16,0
2022-07-31 03:00:00,215.4936,215.4936,216.9571545148354,0.5731748561152518,14.11,0
2022-07-31 03:30:00,215.76792,215.76792,217.2314745148354,0.5833402700866852,14.05,0
2022-07-31 04:00:00,215.9508,215.9508,217.4143545148354,0.5901498254416219,13.94,0
2022-07-31 04:30:00,216.13368,216.13368,217.5972345148354,0.5969853504658361,13.77,0
2022-07-31 05:00:00,216.28608,216.28608,217.7496345148354,0.6027013856879577,13.66,0
2022-07-31 05:30:00,216.62136,216.62136,218.08491451483542,0.6153396085707301,13.57,0
2022-07-31 06:00:00,216.74328,216.74328,218.2068345148354,0.6199566926373943,13.38,0
2022-07-31 06:30:00,217.17,217.17,218.6335545148354,0.6362056754892902,13.27,0
2022-07-31 07:00:00,217.44432,217.44432,218.9078745148354,0.6467242980702447,13.13,0
2022-07-31 07:30:00,217.84056,217.84056,219.30411451483542,0.6620177647583534,12.91,0
2022-07-31 08:00:00,218.32824,218.32824,219.7917945148354,0.6810013171761443,12.8,0
2022-07-31 08:30:00,218.20632,218.20632,219.6698745148354,0.6762388760292833,12.63,0
2022-07-31 09:00:00,218.41968000000003,218.41968000000003,219.88323451483544,0.684580362479284,12.61,0
2022-07-31 09:30:00,218.694,218.694,220.1575545148354,0.6953544835551547,12.56,0
2022-07-31 10:00:00,218.48064,218.48064,219.9441945148354,0.6869698219821674,12.42,0
2022-07-31 10:30:00,218.2368,218.2368,219.7003545148354,0.6774284544472716,12.39,0
2022-07-31 11:00:00,218.20632,218.20632,219.6698745148354,0.6762388760292833,12.25,0
2022-07-31 11:30:00,218.14536,218.14536,219.60891451483542,0.673861785408665,12.23,0
2022-07-31 12:00:00,217.99296,217.99296,219.45651451483542,0.6679311311473369,12.26,0
2022-07-31 12:30:00,217.74912,217.74912,219.2126745148354,0.6584780649569416,12.23,0
2022-07-31 13:00:00,217.59672,217.59672,219.0602745148354,0.652592468726827,12.17,0
2022-07-31 13:30:00,217.3224,217.3224,218.7859545148354,0.6420423441179794,12.17,0
2022-07-31 14:00:00,217.20048000000003,217.20048000000003,218.66403451483544,0.637371604768592,12.15,0
2022-07-31 14:30:00,216.98712,216.98712,218.4506745148354,0.6292248803724992,12.12,0
2022-07-31 15:00:00,216.83472,216.83472,218.2982745148354,0.6234269553515934,12.14,0
2022-07-31 15:30:00,216.62136,216.62136,218.08491451483542,0.6153396085707301,12.25,0
2022-07-31 16:00:00,216.28608,216.28608,217.7496345148354,0.6027013856879577,12.38,0
2022-07-31 16:30:00,216.43848,216.43848,217.9020345148354,0.6084353262347583,12.6,0
2022-07-31 17:00:00,215.92032,215.92032,217.3838745148354,0.5890130933297041,12.77,0
2022-07-31 17:30:00,215.82888000000003,215.82888000000003,217.29243451483543,0.5856072300117442,13.1,0
2022-07-31 18:00:00,215.43264,215.43264,216.8961945148354,0.5709238773720233,13.34,0
2022-07-31 18:30:00,215.4936,215.4936,216.9571545148354,0.5731748561152518,13.87,0
2022-07-31 19:00:00,215.15832,215.15832,216.6218745148354,0.560830644312074,14.09,0
2022-07-31 19:30:00,214.97544,214.97544,216.4389945148354,0.5541348318098253,14.49,0
2022-07-31 20:00:00,214.97544,214.97544,216.4389945148354,0.5541348318098253,14.81,0
2022-07-31 20:30:00,214.79256,214.79256,216.25611451483542,0.5474655534603382,14.92,0
2022-07-31 21:00:00,214.85352,214.85352,216.3170745148354,0.5496856912452818,14.81,0
2022-07-31 21:30:00,214.82304,214.82304,216.2865945148354,0.5485752525532196,14.79,0
2022-07-31 22:00:00,214.884,214.884,216.3475545148354,0.5507968690259654,14.59,0
2022-07-31 22:30:00,214.85352,214.85352,216.3170745148354,0.5496856912452818,14.62,0
2022-07-31 23:00:00,214.7316,214.7316,216.1951545148354,0.5452483761195728,14.5,0
2022-07-31 23:30:00,214.76208,214.76208,216.2256345148354,0.5463565944782388,14.45,0
2022-08-01 00:00:00,214.7316,214.7316,216.1951545148354,0.5452483761195728,14.42,0
2022-08-01 00:30:00,214.82304,214.82304,216.2865945148354,0.5485752525532196,14.42,0
2022-08-01 01:00:00,215.06688,215.06688,216.5304345148354,0.5574794281110332,14.25,0
2022-08-01 01:30:00,215.4936,215.4936,216.9571545148354,0.5731748561152518,14.11,0
2022-08-01 02:00:00,216.52992,216.52992,217.9934745148354,0.6118842610493934,13.85,0
2022-08-01 02:30:00,217.4748,217.4748,218.9383545148354,0.647896535578725,13.8,0
2022-08-01 03:00:00,218.11488,218.11488,219.5784345148354,0.6726742740345786,13.71,0
2022-08-01 03:30:00,218.5416,218.5416,220.0051545148354,0.6893620211186561,13.55,0
2022-08-01 04:00:00,218.51112,218.51112,219.9746745148354,0.6881655792996216,13.44,0
2022-08-01 04:30:00,218.32824,218.32824,219.7917945148354,0.6810013171761443,13.24,0
2022-08-01 05:00:00,218.60256,218.60256,220.06611451483542,0.6917569566384971,13.1,0
2022-08-01 05:30:00,219.05976,219.05976,220.52331451483542,0.7098058701827833,12.97,0
2022-08-01 06:00:00,219.27312,219.27312,220.7366745148354,0.7182809303685885,12.86,0
2022-08-01 06:30:00,219.39504,219.39504,220.8585945148354,0.7231386708840213,12.75,0
2022-08-01 07:00:00,219.69984,219.69984,221.1633945148354,0.7353300791858135,12.67,0
2022-08-01 07:30:00,220.03512,220.03512,221.49867451483541,0.7488179046974925,12.53,0
2022-08-01 08:00:00,220.15704,220.15704,221.6205945148354,0.7537425459600579,12.37,0
2022-08-01 08:30:00,219.6084,219.6084,221.0719545148354,0.7316656129379105,12.26,0
2022-08-01 09:00:00,219.79128,219.79128,221.2548345148354,0.7390005680606859,12.1,0
2022-08-01 09:30:00,219.57792,219.57792,221.04147451483541,0.7304454643260825,11.99,0
2022-08-01 10:00:00,219.69984,219.69984,221.1633945148354,0.7353300791858135,11.93,0
2022-08-01 10:30:00,219.36456,219.36456,220.82811451483542,0.7219232252698934,11.8,0
2022-08-01 11:00:00,219.54744,219.54744,221.0109945148354,0.7292259864193892,11.71,0
2022-08-01 11:30:00,219.1512,219.1512,220.6147545148354,0.7134339828684321,11.71,0
2022-08-01 12:00:00,218.93784,218.93784,220.4013945148354,0.7049778706814867,11.68,0
2022-08-01 12:30:00,218.78544,218.78544,220.2489945148354,0.6989581491662286,11.63,0
2022-08-01 13:00:00,218.5416,218.5416,220.0051545148354,0.6893620211186561,11.63,0
2022-08-01 13:30:00,218.3892,218.3892,219.8527545148354,0.6833866611092819,11.6,0
2022-08-01 14:00:00,218.17584,218.17584,219.6393945148354,0.6750499862117783,11.63,0
2022-08-01 14:30:00,218.11488,218.11488,219.5784345148354,0.6726742740345786,11.68,0
2022-08-01 15:00:00,218.02344,218.02344,219.4869945148354,0.6691158806440411,11.65,0
2022-08-01 15:30:00,217.50528,217.50528,218.9688345148354,0.6490694718296868,11.68,0
2022-08-01 16:00:00,217.65768,217.65768,219.1212345148354,0.6549446191482761,11.81,0
2022-08-01 16:30:00,217.29192,217.29192,218.7554745148354,0.640873606821513,11.92,0
2022-08-01 17:00:00,216.95664,216.95664,218.4201945148354,0.6280638820747712,12.08,0
2022-08-01 17:30:00,217.0176,217.0176,218.4811545148354,0.6303865844252667,12.22,0
2022-08-01 18:00:00,216.5604,216.5604,218.0239545148354,0.6130353316433665,12.38,0
2022-08-01 18:30:00,216.5604,216.5604,218.0239545148354,0.6130353316433665,12.41,0
2022-08-01 19:00:00,216.83472,216.83472,218.2982745148354,0.6234269553515934,12.27,0
2022-08-01 19:30:00,218.2368,218.2368,219.7003545148354,0.6774284544472716,12.27,0
2022-08-01 20:00:00,218.11488,218.11488,219.5784345148354,0.6726742740345786,12.31,0
2022-08-01 20:30:00,217.90152,217.90152,219.3650745148354,0.6643810334147918,12.47,0
2022-08-01 21:00:00,217.59672,217.59672,219.0602745148354,0.652592468726827,12.53,0
2022-08-01 21:30:00,218.45016,218.45016,219.91371451483542,0.6857747495729367,12.45,0
2022-08-01 22:00:00,220.18752,220.18752,221.65107451483541,0.7549753660849814,12.42,0
2022-08-01 22:30:00,221.40672,221.40672,222.87027451483542,0.8048281011928669,12.31,0
2022-08-01 23:00:00,226.34448,226.34448,227.8080345148354,1.0171323652874291,12.2,0
2022-08-01 23:30:00,230.85552,230.85552,232.31907451483542,1.3756701238693498,12.17,0
2022-08-02 00:00:00,234.26928,234.26928,235.73283451483542,1.7844459531289778,12.01,0
2022-08-02 00:30:00,236.46384,236.46384,237.9273945148354,2.0699462655446936,11.93,0
2022-08-02 01:00:00,237.80496,237.80496,239.2685145148354,2.2529261444817053,11.79,0
2022-08-02 01:30:00,236.6772,236.6772,238.1407545148354,2.0986289673155665,11.52,0
2022-08-02 02:00:00,235.76280000000003,235.76280000000003,237.22635451483544,1.9768514339413787,11.33,0
2022-08-02 02:30:00,234.696,234.696,236.1595545148354,1.8385899485899009,11.22,0
2022-08-02 03:00:00,233.7816,233.7816,235.2451545148354,1.7233857841545686,11.08,0
2022-08-02 03:30:00,232.8672,232.8672,234.3307545148354,1.6112699007013043,11.06,0
2022-08-02 04:00:00,232.44048,232.44048,233.90403451483542,1.5600163229764228,10.95,0
2022-08-02 04:30:00,231.52608,231.52608,232.98963451483542,1.4524970814160187,10.82,0
2022-08-02 05:00:00,230.5812,230.5812,232.0447545148354,1.3447380156700361,10.74,0
2022-08-02 05:30:00,230.18496,230.18496,231.6485145148354,1.300571203295111,10.63,0
2022-08-02 06:00:00,229.5144,229.5144,230.9779545148354,1.2272174966436555,10.53,0
2022-08-02 06:30:00,228.99624,228.99624,230.4597945148354,1.1717417436996502,10.39,0
2022-08-02 07:00:00,228.05136,228.05136,229.5149145148354,1.0942409240377968,10.36,0
2022-08-02 07:30:00,228.05136,228.05136,229.5149145148354,1.0942409240377968,10.28,0
2022-08-02 08:00:00,227.31984,227.31984,228.7833945148354,1.0609673945790477,10.18,0
2022-08-02 08:30:00,226.98456,226.98456,228.4481145148354,1.0458304691469988,10.12,0
2022-08-02 09:00:00,226.25304,226.25304,227.7165945148354,1.0130541416039716,10.04,0
2022-08-02 09:30:00,225.82632,225.82632,227.28987451483542,0.9940939307479143,9.91,0
2022-08-02 10:00:00,225.46056,225.46056,226.9241145148354,0.9779364715938418,9.78,0
2022-08-02 10:30:00,225.00336,225.00336,226.4669145148354,0.9578626434154278,9.75,0
2022-08-02 11:00:00,224.4852,224.4852,225.9487545148354,0.9352786636356727,9.59,0
2022-08-02 11:30:00,224.24136,224.24136,225.7049145148354,0.9247124611376136,9.49,0
2022-08-02 12:00:00,224.028,224.028,225.4915545148354,0.9154995162593037,9.39,0
2022-08-02 12:30:00,223.69272,223.69272,225.15627451483542,0.9010835438853072,9.36,0
2022-08-02 13:00:00,222.86976,222.86976,224.33331451483542,0.8660200089251101,9.28,0
2022-08-02 13:30:00,222.56496,222.56496,224.02851451483542,0.8531502532663359,9.15,0
2022-08-02 14:00:00,222.6564,222.6564,224.1199545148354,0.8570045160804559,9.1,0
2022-08-02 14:30:00,222.1992,222.1992,223.6627545148354,0.8377905366571851,9.12,0
2022-08-02 15:00:00,222.13824,222.13824,223.6017945148354,0.8352395287715385,9.09,0
2022-08-02 15:30:00,221.55912,221.55912,223.02267451483542,0.811133152174254,9.14,0
2022-08-02 16:00:00,221.49816,221.49816,222.96171451483542,0.8086091879748504,9.43,0
2022-08-02 16:30:00,221.31528,221.31528,222.7788345148354,0.8010528541363939,9.72,0
2022-08-02 17:00:00,220.6752,220.6752,222.1387545148354,0.7747904309964303,10.06,0
2022-08-02 17:30:00,220.73616,220.73616,222.19971451483542,0.7772791767171483,10.52,0
2022-08-02 18:00:00,220.40088,220.40088,221.8644345148354,0.763623655410449,11.02,0
2022-08-02 18:30:00,219.79128,219.79128,221.2548345148354,0.7390005680606859,11.72,0
2022-08-02 19:00:00,220.15704,220.15704,221.6205945148354,0.7537425459600579,12.54,0
2022-08-02 19:30:00,219.66936,219.66936,221.13291451483542,0.7341079207489731,12.9,0
2022-08-02 20:00:00,219.54744,219.54744,221.0109945148354,0.7292259864193892,13.1,0
2022-08-02 20:30:00,219.24264,219.24264,220.7061945148354,0.7170681806753411,13.24,0
2022-08-02 21:00:00,218.8464,218.8464,220.3099545148354,0.7013639979439991,13.27,0
2022-08-02 21:30:00,218.81592,218.81592,220.2794745148354,0.7001607333180296,13.24,0
2022-08-02 22:00:00,218.694,218.694,220.1575545148354,0.6953544835551547,13.21,0
2022-08-02 22:30:00,218.3892,218.3892,219.8527545148354,0.6833866611092819,13.1,0
2022-08-02 23:00:00,218.26728,218.26728,219.7308345148354,0.6786187210525778,13.18,0
2022-08-02 23:30:00,217.96248,217.96248,219.4260345148354,0.6667470731640234,13.24,0
2022-08-03 00:00:00,217.65768,217.65768,219.1212345148354,0.6549446191482761,13.18,0
2022-08-03 00:30:00,217.68816,217.68816,219.15171451483542,0.6561217388210601,12.96,0
2022-08-03 01:00:00,217.4748,217.4748,218.9383545148354,0.647896535578725,12.96,0
2022-08-03 01:30:00,217.26144,217.26144,218.7249945148354,0.6397055708729597,12.8,0
2022-08-03 02:00:00,217.23096,217.23096,218.69451451483542,0.6385382367093699,12.6,0
2022-08-03 02:30:00,217.53576,217.53576,218.99931451483542,0.6502431063916704,12.47,0
2022-08-03 03:00:00,217.44432,217.44432,218.9078745148354,0.6467242980702447,12.27,0
2022-08-03 03:30:00,217.3224,217.3224,218.7859545148354,0.6420423441179794,12.08,0
2022-08-03 04:00:00,217.41384,217.41384,218.8773945148354,0.645552759736491,11.9,0
2022-08-03 04:30:00,217.20048000000003,217.20048000000003,218.66403451483544,0.637371604768592,11.71,0
2022-08-03 05:00:00,217.26144,217.26144,218.7249945148354,0.6397055708729597,11.52,0
2022-08-03 05:30:00,217.41384,217.41384,218.8773945148354,0.645552759736491,11.36,0
2022-08-03 06:00:00,217.41384,217.41384,218.8773945148354,0.645552759736491,11.2,0
2022-08-03 06:30:00,217.56624,217.56624,219.0297945148354,0.6514174388340103,11.12,0
2022-08-03 07:00:00,217.7796,217.7796,219.2431545148354,0.6596572705688432,10.98,0
2022-08-03 07:30:00,217.81008,217.81008,219.2736345148354,0.6608371706438716,10.88,0
2022-08-03 08:00:00,217.932,217.932,219.3955545148354,0.6655637071132166,10.71,0
2022-08-03 08:30:00,218.2368,218.2368,219.7003545148354,0.6774284544472716,10.66,0
2022-08-03 09:00:00,218.17584,218.17584,219.6393945148354,0.6750499862117783,10.55,0
2022-08-03 09:30:00,218.41968000000003,218.41968000000003,219.88323451483544,0.684580362479284,10.39,0
2022-08-03 10:00:00,218.48064,218.48064,219.9441945148354,0.6869698219821674,10.34,0
2022-08-03 10:30:00,218.45016,218.45016,219.91371451483542,0.6857747495729367,10.26,0
2022-08-03 11:00:00,218.51112,218.51112,219.9746745148354,0.6881655792996216,10.15,0
2022-08-03 11:30:00,218.20632,218.20632,219.6698745148354,0.6762388760292833,10.12,0
2022-08-03 12:00:00,218.20632,218.20632,219.6698745148354,0.6762388760292833,10.07,0
2022-08-03 12:30:00,218.20632,218.20632,219.6698745148354,0.6762388760292833,9.99,0
2022-08-03 13:00:00,217.96248,217.96248,219.4260345148354,0.6667470731640234,9.96,0
2022-08-03 13:30:00,217.81008,217.81008,219.2736345148354,0.6608371706438716,9.91,0
2022-08-03 14:00:00,217.7796,217.7796,219.2431545148354,0.6596572705688432,9.91,0
2022-08-03 14:30:00,217.38336,217.38336,218.84691451483542,0.6443819210105051,9.88,0
2022-08-03 15:00:00,217.13952,217.13952,218.6030745148354,0.6350404493109453,9.91,0
2022-08-03 15:30:00,217.20048000000003,217.20048000000003,218.66403451483544,0.637371604768592,9.96,0
2022-08-03 16:00:00,217.04808000000003,217.04808000000003,218.51163451483544,0.6315489937886654,10.06,0
2022-08-03 16:30:00,216.7128,216.7128,218.1763545148354,0.6188013564790158,10.32,0
2022-08-03 17:00:00,216.46896,216.46896,217.93251451483542,0.6095842578866295,10.54,0
2022-08-03 17:30:00,216.31656,216.31656,217.78011451483542,0.6038467432290479,11.02,0
2022-08-03 18:00:00,215.9508,215.9508,217.4143545148354,0.5901498254416219,11.48,0
2022-08-03 18:30:00,215.92032,215.92032,217.3838745148354,0.5890130933297041,11.96,0
2022-08-03 19:00:00,215.88984,215.88984,217.3533945148354,0.5878770830699017,12.62,0
2022-08-03 19:30:00,215.58504,215.58504,217.0485945148354,0.5765567875311637,13.09,0
2022-08-03 20:00:00,215.3412,215.3412,216.8047545148354,0.5675528823554105,13.48,0
2022-08-03 20:30:00,215.55456,215.55456,217.01811451483542,0.5754287492699236,13.65,0
2022-08-03 21:00:00,214.97544,214.97544,216.4389945148354,0.5541348318098253,13.76,0
2022-08-03 21:30:00,214.79256,214.79256,216.25611451483542,0.5474655534603382,13.82,0
2022-08-03 22:00:00,214.884,214.884,216.3475545148354,0.5507968690259654,13.85,0
