Serial_number:,,,,,
2081180,,,,,
Project ID:,,,,,
,,,,,
Location:,,,,,
LyellBlwMaclure,,,,,
LEVEL,,,,,
UNIT: kPa,,,,,
TEMPERATURE,,,,,
UNIT: °C,,,,,
Date,Time UTC,Time PDT,ms,LEVEL,TEMPERATURE
8/11/2021,12:00:00 AM,5:00:00 PM,0,71.0612,23.895
8/11/2021,12:30:00 AM,5:30:00 PM,0,71.046,24.786
8/11/2021,1:00:00 AM,6:00:00 PM,0,71.0462,25.9
8/11/2021,1:30:00 AM,6:30:00 PM,0,71.0568,23.767
8/11/2021,2:00:00 AM,7:00:00 PM,0,71.0573,19.358
8/11/2021,2:30:00 AM,7:30:00 PM,0,71.0634,16.652
8/11/2021,3:00:00 AM,8:00:00 PM,0,71.1108,15.692
8/11/2021,3:30:00 AM,8:30:00 PM,0,71.1382,14.127
8/11/2021,4:00:00 AM,9:00:00 PM,0,71.159,12.91
8/11/2021,4:30:00 AM,9:30:00 PM,0,71.194,13.065
8/11/2021,5:00:00 AM,10:00:00 PM,0,71.206,13.122
8/11/2021,5:30:00 AM,10:30:00 PM,0,71.2155,12.657
8/11/2021,6:00:00 AM,11:00:00 PM,0,71.2131,12.06
8/11/2021,6:30:00 AM,11:30:00 PM,0,71.2122,11.562
8/11/2021,7:00:00 AM,12:00:00 AM,0,71.2184,11.08
8/11/2021,7:30:00 AM,12:30:00 AM,0,71.2156,10.645
8/11/2021,8:00:00 AM,1:00:00 AM,0,71.2052,10.285
8/11/2021,8:30:00 AM,1:30:00 AM,0,71.1906,9.988
8/11/2021,9:00:00 AM,2:00:00 AM,0,71.186,9.58
8/11/2021,9:30:00 AM,2:30:00 AM,0,71.1913,9.199
8/11/2021,10:00:00 AM,3:00:00 AM,0,71.1902,8.895
8/11/2021,10:30:00 AM,3:30:00 AM,0,71.1684,8.587
8/11/2021,11:00:00 AM,4:00:00 AM,0,71.166,8.352
8/11/2021,11:30:00 AM,4:30:00 AM,0,71.1605,8.124
8/11/2021,12:00:00 PM,5:00:00 AM,0,71.1676,7.901
8/11/2021,12:30:00 PM,5:30:00 AM,0,71.1765,7.748
8/11/2021,1:00:00 PM,6:00:00 AM,0,71.183,7.572
8/11/2021,1:30:00 PM,6:30:00 AM,0,71.1945,7.639
8/11/2021,2:00:00 PM,7:00:00 AM,0,71.1998,8.638
8/11/2021,2:30:00 PM,7:30:00 AM,0,71.1397,17.388
8/11/2021,3:00:00 PM,8:00:00 AM,0,72.0884,15.256
8/11/2021,3:30:00 PM,8:30:00 AM,0,72.1225,14.218
8/11/2021,4:00:00 PM,9:00:00 AM,0,72.1182,13.313
8/11/2021,4:30:00 PM,9:30:00 AM,0,72.1136,14.326
8/11/2021,5:00:00 PM,10:00:00 AM,0,72.126,15.806
8/11/2021,5:30:00 PM,10:30:00 AM,0,72.1191,16.923
8/11/2021,6:00:00 PM,11:00:00 AM,0,72.1199,18.892
8/11/2021,6:30:00 PM,11:30:00 AM,0,72.1154,20.289
8/11/2021,7:00:00 PM,12:00:00 PM,0,72.0795,24.318
8/11/2021,7:30:00 PM,12:30:00 PM,0,72.098,27.254
8/11/2021,8:00:00 PM,1:00:00 PM,0,72.1389,23.158
8/11/2021,8:30:00 PM,1:30:00 PM,0,72.125,22.151
8/11/2021,9:00:00 PM,2:00:00 PM,0,72.1,22.168
8/11/2021,9:30:00 PM,2:30:00 PM,0,72.0794,21.906
8/11/2021,10:00:00 PM,3:00:00 PM,0,72.0586,20.533
8/11/2021,10:30:00 PM,3:30:00 PM,0,72.0375,20.125
8/11/2021,11:00:00 PM,4:00:00 PM,0,72.0413,19.688
8/11/2021,11:30:00 PM,4:30:00 PM,0,72.0404,19.135
8/12/2021,12:00:00 AM,5:00:00 PM,0,72.0315,19.042
8/12/2021,12:30:00 AM,5:30:00 PM,0,72.0235,18.299
8/12/2021,1:00:00 AM,6:00:00 PM,0,72.0211,17.66
8/12/2021,1:30:00 AM,6:30:00 PM,0,72.027,17.705
8/12/2021,2:00:00 AM,7:00:00 PM,0,72.0294,17.016
8/12/2021,2:30:00 AM,7:30:00 PM,0,72.0288,16.353
8/12/2021,3:00:00 AM,8:00:00 PM,0,72.0585,15.174
8/12/2021,3:30:00 AM,8:30:00 PM,0,72.0924,13.97
8/12/2021,4:00:00 AM,9:00:00 PM,0,72.1122,12.877
8/12/2021,4:30:00 AM,9:30:00 PM,0,72.1366,12.019
8/12/2021,5:00:00 AM,10:00:00 PM,0,72.1463,11.358
8/12/2021,5:30:00 AM,10:30:00 PM,0,72.1348,10.787
8/12/2021,6:00:00 AM,11:00:00 PM,0,72.1214,10.311
8/12/2021,6:30:00 AM,11:30:00 PM,0,72.1186,9.906
8/12/2021,7:00:00 AM,12:00:00 AM,0,72.1027,9.656
8/12/2021,7:30:00 AM,12:30:00 AM,0,72.0908,9.424
8/12/2021,8:00:00 AM,1:00:00 AM,0,72.0805,9.079
8/12/2021,8:30:00 AM,1:30:00 AM,0,72.0801,8.72
8/12/2021,9:00:00 AM,2:00:00 AM,0,72.0928,8.448
8/12/2021,9:30:00 AM,2:30:00 AM,0,72.0904,8.037
8/12/2021,10:00:00 AM,3:00:00 AM,0,72.0816,7.956
8/12/2021,10:30:00 AM,3:30:00 AM,0,72.0746,7.878
8/12/2021,11:00:00 AM,4:00:00 AM,0,72.0653,7.653
8/12/2021,11:30:00 AM,4:30:00 AM,0,72.0469,7.326
8/12/2021,12:00:00 PM,5:00:00 AM,0,72.0491,7.061
8/12/2021,12:30:00 PM,5:30:00 AM,0,72.0551,6.948
8/12/2021,1:00:00 PM,6:00:00 AM,0,72.0567,6.709
8/12/2021,1:30:00 PM,6:30:00 AM,0,72.0741,6.914
8/12/2021,2:00:00 PM,7:00:00 AM,0,72.0839,7.186
8/12/2021,2:30:00 PM,7:30:00 AM,0,72.0982,7.541
8/12/2021,3:00:00 PM,8:00:00 AM,0,72.1074,8.182
8/12/2021,3:30:00 PM,8:30:00 AM,0,72.1048,10.963
8/12/2021,4:00:00 PM,9:00:00 AM,0,72.1134,12.224
8/12/2021,4:30:00 PM,9:30:00 AM,0,72.1026,14.73
8/12/2021,5:00:00 PM,10:00:00 AM,0,72.1296,16.305
8/12/2021,5:30:00 PM,10:30:00 AM,0,72.1349,17.605
8/12/2021,6:00:00 PM,11:00:00 AM,0,72.1523,19.483
8/12/2021,6:30:00 PM,11:30:00 AM,0,72.1624,20.671
8/12/2021,7:00:00 PM,12:00:00 PM,0,72.1175,24.457
8/12/2021,7:30:00 PM,12:30:00 PM,0,72.126,27.877
8/12/2021,8:00:00 PM,1:00:00 PM,0,72.1549,23.702
8/12/2021,8:30:00 PM,1:30:00 PM,0,72.1285,22.722
8/12/2021,9:00:00 PM,2:00:00 PM,0,72.1019,22.928
8/12/2021,9:30:00 PM,2:30:00 PM,0,72.0828,23.533
8/12/2021,10:00:00 PM,3:00:00 PM,0,72.1055,21.321
8/12/2021,10:30:00 PM,3:30:00 PM,0,72.107,19.121
8/12/2021,11:00:00 PM,4:00:00 PM,0,72.0622,18.988
8/12/2021,11:30:00 PM,4:30:00 PM,0,72.0667,20.204
8/13/2021,12:00:00 AM,5:00:00 PM,0,72.0523,20.113
8/13/2021,12:30:00 AM,5:30:00 PM,0,72.0493,20.066
8/13/2021,1:00:00 AM,6:00:00 PM,0,72.0765,19.354
8/13/2021,1:30:00 AM,6:30:00 PM,0,72.0531,18.264
8/13/2021,2:00:00 AM,7:00:00 PM,0,72.083,17.919
8/13/2021,2:30:00 AM,7:30:00 PM,0,72.0929,17.193
8/13/2021,3:00:00 AM,8:00:00 PM,0,72.0895,16.947
8/13/2021,3:30:00 AM,8:30:00 PM,0,72.1045,15.746
8/13/2021,4:00:00 AM,9:00:00 PM,0,72.1213,14.368
8/13/2021,4:30:00 AM,9:30:00 PM,0,72.137,13.329
8/13/2021,5:00:00 AM,10:00:00 PM,0,72.1347,12.42
8/13/2021,5:30:00 AM,10:30:00 PM,0,72.1381,11.754
8/13/2021,6:00:00 AM,11:00:00 PM,0,72.1385,11.234
8/13/2021,6:30:00 AM,11:30:00 PM,0,72.1628,11.09
8/13/2021,7:00:00 AM,12:00:00 AM,0,72.1706,10.554
8/13/2021,7:30:00 AM,12:30:00 AM,0,72.1792,10.241
8/13/2021,8:00:00 AM,1:00:00 AM,0,72.1846,10.116
8/13/2021,8:30:00 AM,1:30:00 AM,0,72.1713,9.954
8/13/2021,9:00:00 AM,2:00:00 AM,0,72.1765,9.62
8/13/2021,9:30:00 AM,2:30:00 AM,0,72.1689,9.278
8/13/2021,10:00:00 AM,3:00:00 AM,0,72.1657,9.035
8/13/2021,10:30:00 AM,3:30:00 AM,0,72.1702,8.891
8/13/2021,11:00:00 AM,4:00:00 AM,0,72.1648,8.681
8/13/2021,11:30:00 AM,4:30:00 AM,0,72.1643,8.639
8/13/2021,12:00:00 PM,5:00:00 AM,0,72.1704,8.414
8/13/2021,12:30:00 PM,5:30:00 AM,0,72.1761,8.142
8/13/2021,1:00:00 PM,6:00:00 AM,0,72.1925,8.005
8/13/2021,1:30:00 PM,6:30:00 AM,0,72.1997,8.031
8/13/2021,2:00:00 PM,7:00:00 AM,0,72.2174,8.138
8/13/2021,2:30:00 PM,7:30:00 AM,0,72.2327,8.422
8/13/2021,3:00:00 PM,8:00:00 AM,0,72.2349,8.985
8/13/2021,3:30:00 PM,8:30:00 AM,0,72.2265,11.706
8/13/2021,4:00:00 PM,9:00:00 AM,0,72.2286,13.12
8/13/2021,4:30:00 PM,9:30:00 AM,0,72.2192,15.404
8/13/2021,5:00:00 PM,10:00:00 AM,0,72.2424,16.554
8/13/2021,5:30:00 PM,10:30:00 AM,0,72.248,17.449
8/13/2021,6:00:00 PM,11:00:00 AM,0,72.2582,19.505
8/13/2021,6:30:00 PM,11:30:00 AM,0,72.2682,20.982
8/13/2021,7:00:00 PM,12:00:00 PM,0,72.2099,25.222
8/13/2021,7:30:00 PM,12:30:00 PM,0,72.2403,28.668
8/13/2021,8:00:00 PM,1:00:00 PM,0,72.293,20.786
8/13/2021,8:30:00 PM,1:30:00 PM,0,72.3119,18.896
8/13/2021,9:00:00 PM,2:00:00 PM,0,72.3216,18.415
8/13/2021,9:30:00 PM,2:30:00 PM,0,72.2854,18.948
8/13/2021,10:00:00 PM,3:00:00 PM,0,72.2995,19.155
8/13/2021,10:30:00 PM,3:30:00 PM,0,72.317,17.93
8/13/2021,11:00:00 PM,4:00:00 PM,0,72.373,16.462
8/13/2021,11:30:00 PM,4:30:00 PM,0,72.372,15.261
8/14/2021,12:00:00 AM,5:00:00 PM,0,72.327,15.153
8/14/2021,12:30:00 AM,5:30:00 PM,0,72.2961,16.209
8/14/2021,1:00:00 AM,6:00:00 PM,0,72.2894,16.535
8/14/2021,1:30:00 AM,6:30:00 PM,0,72.2872,16.649
8/14/2021,2:00:00 AM,7:00:00 PM,0,72.2804,16.449
8/14/2021,2:30:00 AM,7:30:00 PM,0,72.3059,15.883
8/14/2021,3:00:00 AM,8:00:00 PM,0,72.3304,14.292
8/14/2021,3:30:00 AM,8:30:00 PM,0,72.3434,12.927
8/14/2021,4:00:00 AM,9:00:00 PM,0,72.356,12.044
8/14/2021,4:30:00 AM,9:30:00 PM,0,72.3681,11.309
8/14/2021,5:00:00 AM,10:00:00 PM,0,72.3763,10.861
8/14/2021,5:30:00 AM,10:30:00 PM,0,72.3662,10.536
8/14/2021,6:00:00 AM,11:00:00 PM,0,72.3679,10.265
8/14/2021,6:30:00 AM,11:30:00 PM,0,72.3664,10.049
8/14/2021,7:00:00 AM,12:00:00 AM,0,72.3721,9.896
8/14/2021,7:30:00 AM,12:30:00 AM,0,72.3741,9.797
8/14/2021,8:00:00 AM,1:00:00 AM,0,72.3687,9.537
8/14/2021,8:30:00 AM,1:30:00 AM,0,72.3634,9.357
8/14/2021,9:00:00 AM,2:00:00 AM,0,72.3644,9.132
8/14/2021,9:30:00 AM,2:30:00 AM,0,72.3466,8.861
8/14/2021,10:00:00 AM,3:00:00 AM,0,72.3331,8.704
8/14/2021,10:30:00 AM,3:30:00 AM,0,72.329,8.766
8/14/2021,11:00:00 AM,4:00:00 AM,0,72.3215,9.009
8/14/2021,11:30:00 AM,4:30:00 AM,0,72.3144,9.003
8/14/2021,12:00:00 PM,5:00:00 AM,0,72.3136,9.032
8/14/2021,12:30:00 PM,5:30:00 AM,0,72.3196,8.814
8/14/2021,1:00:00 PM,6:00:00 AM,0,72.3475,8.513
8/14/2021,1:30:00 PM,6:30:00 AM,0,72.3703,8.41
8/14/2021,2:00:00 PM,7:00:00 AM,0,72.3785,8.486
8/14/2021,2:30:00 PM,7:30:00 AM,0,72.3873,8.809
8/14/2021,3:00:00 PM,8:00:00 AM,0,72.3882,9.388
8/14/2021,3:30:00 PM,8:30:00 AM,0,72.3731,11.574
8/14/2021,4:00:00 PM,9:00:00 AM,0,72.3719,13.136
8/14/2021,4:30:00 PM,9:30:00 AM,0,72.3658,15.644
8/14/2021,5:00:00 PM,10:00:00 AM,0,72.3784,16.799
8/14/2021,5:30:00 PM,10:30:00 AM,0,72.3839,18.044
8/14/2021,6:00:00 PM,11:00:00 AM,0,72.3933,19.912
8/14/2021,6:30:00 PM,11:30:00 AM,0,72.3943,20.923
8/14/2021,7:00:00 PM,12:00:00 PM,0,72.3581,24.073
8/14/2021,7:30:00 PM,12:30:00 PM,0,72.3568,28.752
8/14/2021,8:00:00 PM,1:00:00 PM,0,72.4013,24.724
8/14/2021,8:30:00 PM,1:30:00 PM,0,72.3839,23.489
8/14/2021,9:00:00 PM,2:00:00 PM,0,72.3658,23.703
8/14/2021,9:30:00 PM,2:30:00 PM,0,72.3558,24.061
8/14/2021,10:00:00 PM,3:00:00 PM,0,72.3445,22.419
8/14/2021,10:30:00 PM,3:30:00 PM,0,72.3235,21.464
8/14/2021,11:00:00 PM,4:00:00 PM,0,72.3143,20.858
8/14/2021,11:30:00 PM,4:30:00 PM,0,72.3349,20.391
8/15/2021,12:00:00 AM,5:00:00 PM,0,72.3308,19.545
8/15/2021,12:30:00 AM,5:30:00 PM,0,72.3155,18.818
8/15/2021,1:00:00 AM,6:00:00 PM,0,72.3087,19.324
8/15/2021,1:30:00 AM,6:30:00 PM,0,72.3043,19.124
8/15/2021,2:00:00 AM,7:00:00 PM,0,72.328,18.773
8/15/2021,2:30:00 AM,7:30:00 PM,0,72.344,17.999
8/15/2021,3:00:00 AM,8:00:00 PM,0,72.3672,16.054
8/15/2021,3:30:00 AM,8:30:00 PM,0,72.4077,15.35
8/15/2021,4:00:00 AM,9:00:00 PM,0,72.4064,14.832
8/15/2021,4:30:00 AM,9:30:00 PM,0,72.4085,13.874
8/15/2021,5:00:00 AM,10:00:00 PM,0,72.4015,13.116
8/15/2021,5:30:00 AM,10:30:00 PM,0,72.4245,12.862
8/15/2021,6:00:00 AM,11:00:00 PM,0,72.4067,12.772
8/15/2021,6:30:00 AM,11:30:00 PM,0,72.4084,12.437
8/15/2021,7:00:00 AM,12:00:00 AM,0,72.39,11.992
8/15/2021,7:30:00 AM,12:30:00 AM,0,72.3642,11.694
8/15/2021,8:00:00 AM,1:00:00 AM,0,72.3541,12.003
8/15/2021,8:30:00 AM,1:30:00 AM,0,72.3569,11.87
8/15/2021,9:00:00 AM,2:00:00 AM,0,72.3538,11.445
8/15/2021,9:30:00 AM,2:30:00 AM,0,72.348,11.094
8/15/2021,10:00:00 AM,3:00:00 AM,0,72.3378,10.586
8/15/2021,10:30:00 AM,3:30:00 AM,0,72.3399,10.27
8/15/2021,11:00:00 AM,4:00:00 AM,0,72.3248,10.336
8/15/2021,11:30:00 AM,4:30:00 AM,0,72.3219,10.435
8/15/2021,12:00:00 PM,5:00:00 AM,0,72.3216,10.21
8/15/2021,12:30:00 PM,5:30:00 AM,0,72.3188,10.007
8/15/2021,1:00:00 PM,6:00:00 AM,0,72.3255,9.769
8/15/2021,1:30:00 PM,6:30:00 AM,0,72.3459,9.649
8/15/2021,2:00:00 PM,7:00:00 AM,0,72.3518,10.009
8/15/2021,2:30:00 PM,7:30:00 AM,0,72.3448,10.453
8/15/2021,3:00:00 PM,8:00:00 AM,0,72.3381,11.34
8/15/2021,3:30:00 PM,8:30:00 AM,0,72.3387,12.616
8/15/2021,4:00:00 PM,9:00:00 AM,0,72.3356,13.757
8/15/2021,4:30:00 PM,9:30:00 AM,0,72.3137,16.399
8/15/2021,5:00:00 PM,10:00:00 AM,0,72.324,17.795
8/15/2021,5:30:00 PM,10:30:00 AM,0,72.3248,19.198
8/15/2021,6:00:00 PM,11:00:00 AM,0,72.3382,21.153
8/15/2021,6:30:00 PM,11:30:00 AM,0,72.3315,22.283
8/15/2021,7:00:00 PM,12:00:00 PM,0,72.3073,24.489
8/15/2021,7:30:00 PM,12:30:00 PM,0,72.2633,29.345
8/15/2021,8:00:00 PM,1:00:00 PM,0,72.3138,25.29
8/15/2021,8:30:00 PM,1:30:00 PM,0,72.2804,23.872
8/15/2021,9:00:00 PM,2:00:00 PM,0,72.2532,23.587
8/15/2021,9:30:00 PM,2:30:00 PM,0,72.2411,22.524
8/15/2021,10:00:00 PM,3:00:00 PM,0,72.1849,22.572
8/15/2021,10:30:00 PM,3:30:00 PM,0,72.1729,22.118
8/15/2021,11:00:00 PM,4:00:00 PM,0,72.1586,21.675
8/15/2021,11:30:00 PM,4:30:00 PM,0,72.1516,21.748
8/16/2021,12:00:00 AM,5:00:00 PM,0,72.1365,21.101
8/16/2021,12:30:00 AM,5:30:00 PM,0,72.141,21.489
8/16/2021,1:00:00 AM,6:00:00 PM,0,72.1259,20.613
8/16/2021,1:30:00 AM,6:30:00 PM,0,72.1719,19.938
8/16/2021,2:00:00 AM,7:00:00 PM,0,72.1384,17.977
8/16/2021,2:30:00 AM,7:30:00 PM,0,72.1342,17.174
8/16/2021,3:00:00 AM,8:00:00 PM,0,72.1392,15.957
8/16/2021,3:30:00 AM,8:30:00 PM,0,72.1447,14.806
8/16/2021,4:00:00 AM,9:00:00 PM,0,72.1565,14.066
8/16/2021,4:30:00 AM,9:30:00 PM,0,72.1523,13.662
8/16/2021,5:00:00 AM,10:00:00 PM,0,72.1497,13.35
8/16/2021,5:30:00 AM,10:30:00 PM,0,72.1309,12.787
8/16/2021,6:00:00 AM,11:00:00 PM,0,72.1233,12.383
8/16/2021,6:30:00 AM,11:30:00 PM,0,72.1194,12.062
8/16/2021,7:00:00 AM,12:00:00 AM,0,72.1063,11.797
8/16/2021,7:30:00 AM,12:30:00 AM,0,72.0921,11.58
8/16/2021,8:00:00 AM,1:00:00 AM,0,72.0752,11.402
8/16/2021,8:30:00 AM,1:30:00 AM,0,72.0577,11.443
8/16/2021,9:00:00 AM,2:00:00 AM,0,72.0504,11.342
8/16/2021,9:30:00 AM,2:30:00 AM,0,72.0427,11.15
8/16/2021,10:00:00 AM,3:00:00 AM,0,72.0148,10.99
8/16/2021,10:30:00 AM,3:30:00 AM,0,72.0066,10.806
8/16/2021,11:00:00 AM,4:00:00 AM,0,72.0011,10.668
8/16/2021,11:30:00 AM,4:30:00 AM,0,71.996,10.478
8/16/2021,12:00:00 PM,5:00:00 AM,0,71.983,10.388
8/16/2021,12:30:00 PM,5:30:00 AM,0,71.9804,10.186
8/16/2021,1:00:00 PM,6:00:00 AM,0,71.9724,9.918
8/16/2021,1:30:00 PM,6:30:00 AM,0,71.9833,9.821
8/16/2021,2:00:00 PM,7:00:00 AM,0,71.9798,9.941
8/16/2021,2:30:00 PM,7:30:00 AM,0,71.9854,10.274
8/16/2021,3:00:00 PM,8:00:00 AM,0,71.9779,10.88
8/16/2021,3:30:00 PM,8:30:00 AM,0,71.9761,12.5
8/16/2021,4:00:00 PM,9:00:00 AM,0,71.9647,13.821
8/16/2021,4:30:00 PM,9:30:00 AM,0,71.9483,16.511
8/16/2021,5:00:00 PM,10:00:00 AM,0,71.9454,17.888
8/16/2021,5:30:00 PM,10:30:00 AM,0,71.9496,19.228
8/16/2021,6:00:00 PM,11:00:00 AM,0,71.959,21.199
8/16/2021,6:30:00 PM,11:30:00 AM,0,71.9386,22.442
8/16/2021,7:00:00 PM,12:00:00 PM,0,71.8975,24.581
8/16/2021,7:30:00 PM,12:30:00 PM,0,71.8651,29.344
8/16/2021,8:00:00 PM,1:00:00 PM,0,71.8951,25.802
8/16/2021,8:30:00 PM,1:30:00 PM,0,71.877,24.751
8/16/2021,9:00:00 PM,2:00:00 PM,0,71.8627,24.871
8/16/2021,9:30:00 PM,2:30:00 PM,0,71.837,24.406
8/16/2021,10:00:00 PM,3:00:00 PM,0,71.8034,24.545
8/16/2021,10:30:00 PM,3:30:00 PM,0,71.782,24.66
8/16/2021,11:00:00 PM,4:00:00 PM,0,71.7849,24.577
8/16/2021,11:30:00 PM,4:30:00 PM,0,71.7694,24.101
8/17/2021,12:00:00 AM,5:00:00 PM,0,71.7607,23.21
8/17/2021,12:30:00 AM,5:30:00 PM,0,71.7513,22.264
8/17/2021,1:00:00 AM,6:00:00 PM,0,71.7381,21.387
8/17/2021,1:30:00 AM,6:30:00 PM,0,71.7291,20.41
8/17/2021,2:00:00 AM,7:00:00 PM,0,71.7409,19.444
8/17/2021,2:30:00 AM,7:30:00 PM,0,71.7497,18.525
8/17/2021,3:00:00 AM,8:00:00 PM,0,71.747,17.766
8/17/2021,3:30:00 AM,8:30:00 PM,0,71.7687,16.601
8/17/2021,4:00:00 AM,9:00:00 PM,0,71.7869,15.701
8/17/2021,4:30:00 AM,9:30:00 PM,0,71.798,14.822
8/17/2021,5:00:00 AM,10:00:00 PM,0,71.7939,14.064
8/17/2021,5:30:00 AM,10:30:00 PM,0,71.773,13.225
8/17/2021,6:00:00 AM,11:00:00 PM,0,71.7529,12.646
8/17/2021,6:30:00 AM,11:30:00 PM,0,71.729,12.344
8/17/2021,7:00:00 AM,12:00:00 AM,0,71.7167,11.979
8/17/2021,7:30:00 AM,12:30:00 AM,0,71.7114,11.536
8/17/2021,8:00:00 AM,1:00:00 AM,0,71.6846,11.324
8/17/2021,8:30:00 AM,1:30:00 AM,0,71.659,11.285
8/17/2021,9:00:00 AM,2:00:00 AM,0,71.6419,11.735
8/17/2021,9:30:00 AM,2:30:00 AM,0,71.6058,11.75
8/17/2021,10:00:00 AM,3:00:00 AM,0,71.5747,13.723
8/17/2021,10:30:00 AM,3:30:00 AM,0,71.5444,14.269
8/17/2021,11:00:00 AM,4:00:00 AM,0,71.5353,14.789
8/17/2021,11:30:00 AM,4:30:00 AM,0,71.5168,15.089
8/17/2021,12:00:00 PM,5:00:00 AM,0,71.5296,14.893
8/17/2021,12:30:00 PM,5:30:00 AM,0,71.5193,14.787
8/17/2021,1:00:00 PM,6:00:00 AM,0,71.5087,14.502
8/17/2021,1:30:00 PM,6:30:00 AM,0,71.5044,14.459
8/17/2021,2:00:00 PM,7:00:00 AM,0,71.5207,14.377
8/17/2021,2:30:00 PM,7:30:00 AM,0,71.5224,14.264
8/17/2021,3:00:00 PM,8:00:00 AM,0,71.5154,13.988
8/17/2021,3:30:00 PM,8:30:00 AM,0,71.5314,15.395
8/17/2021,4:00:00 PM,9:00:00 AM,0,71.5122,15.722
8/17/2021,4:30:00 PM,9:30:00 AM,0,71.497,18.431
8/17/2021,5:00:00 PM,10:00:00 AM,0,71.5204,17.67
8/17/2021,5:30:00 PM,10:30:00 AM,0,71.519,18.114
8/17/2021,6:00:00 PM,11:00:00 AM,0,71.5062,19.734
8/17/2021,6:30:00 PM,11:30:00 AM,0,71.5135,20.34
8/17/2021,7:00:00 PM,12:00:00 PM,0,71.4726,22.569
8/17/2021,7:30:00 PM,12:30:00 PM,0,71.4637,27.879
8/17/2021,8:00:00 PM,1:00:00 PM,0,71.5136,21.707
8/17/2021,8:30:00 PM,1:30:00 PM,0,71.5068,20.814
8/17/2021,9:00:00 PM,2:00:00 PM,0,71.4953,20.41
8/17/2021,9:30:00 PM,2:30:00 PM,0,71.4682,20.575
8/17/2021,10:00:00 PM,3:00:00 PM,0,71.4271,20.151
8/17/2021,10:30:00 PM,3:30:00 PM,0,71.4052,19.96
8/17/2021,11:00:00 PM,4:00:00 PM,0,71.3947,19.86
8/17/2021,11:30:00 PM,4:30:00 PM,0,71.3898,19.229
8/18/2021,12:00:00 AM,5:00:00 PM,0,71.3568,18.577
8/18/2021,12:30:00 AM,5:30:00 PM,0,71.3333,18.025
8/18/2021,1:00:00 AM,6:00:00 PM,0,71.3101,17.306
8/18/2021,1:30:00 AM,6:30:00 PM,0,71.2896,16.666
8/18/2021,2:00:00 AM,7:00:00 PM,0,71.2865,15.784
8/18/2021,2:30:00 AM,7:30:00 PM,0,71.2878,15.291
8/18/2021,3:00:00 AM,8:00:00 PM,0,71.3027,14.546
8/18/2021,3:30:00 AM,8:30:00 PM,0,71.3164,13.842
8/18/2021,4:00:00 AM,9:00:00 PM,0,71.3295,13.833
8/18/2021,4:30:00 AM,9:30:00 PM,0,71.3231,13.901
8/18/2021,5:00:00 AM,10:00:00 PM,0,71.3089,13.622
8/18/2021,5:30:00 AM,10:30:00 PM,0,71.2949,13.042
8/18/2021,6:00:00 AM,11:00:00 PM,0,71.2676,13.171
8/18/2021,6:30:00 AM,11:30:00 PM,0,71.275,12.464
8/18/2021,7:00:00 AM,12:00:00 AM,0,71.2731,11.961
8/18/2021,7:30:00 AM,12:30:00 AM,0,71.2624,11.594
8/18/2021,8:00:00 AM,1:00:00 AM,0,71.2463,11.53
8/18/2021,8:30:00 AM,1:30:00 AM,0,71.2099,11.64
8/18/2021,9:00:00 AM,2:00:00 AM,0,71.1968,11.397
8/18/2021,9:30:00 AM,2:30:00 AM,0,71.1702,11.242
8/18/2021,10:00:00 AM,3:00:00 AM,0,71.1628,10.948
8/18/2021,10:30:00 AM,3:30:00 AM,0,71.1415,10.683
8/18/2021,11:00:00 AM,4:00:00 AM,0,71.1151,10.562
8/18/2021,11:30:00 AM,4:30:00 AM,0,71.1104,10.527
8/18/2021,12:00:00 PM,5:00:00 AM,0,71.1053,10.291
8/18/2021,12:30:00 PM,5:30:00 AM,0,71.1029,9.772
8/18/2021,1:00:00 PM,6:00:00 AM,0,71.0959,9.511
8/18/2021,1:30:00 PM,6:30:00 AM,0,71.0894,9.409
8/18/2021,2:00:00 PM,7:00:00 AM,0,71.0961,9.299
8/18/2021,2:30:00 PM,7:30:00 AM,0,71.12,9.327
8/18/2021,3:00:00 PM,8:00:00 AM,0,71.1192,8.763
8/18/2021,3:30:00 PM,8:30:00 AM,0,71.1069,9.354
8/18/2021,4:00:00 PM,9:00:00 AM,0,71.1159,9.664
8/18/2021,4:30:00 PM,9:30:00 AM,0,71.0889,12.409
8/18/2021,5:00:00 PM,10:00:00 AM,0,71.1304,12.031
8/18/2021,5:30:00 PM,10:30:00 AM,0,71.1323,12.745
8/18/2021,6:00:00 PM,11:00:00 AM,0,71.1408,14.154
8/18/2021,6:30:00 PM,11:30:00 AM,0,71.1445,15.559
8/18/2021,7:00:00 PM,12:00:00 PM,0,71.1102,17.503
8/18/2021,7:30:00 PM,12:30:00 PM,0,71.1376,22.101
8/18/2021,8:00:00 PM,1:00:00 PM,0,71.1598,17.024
8/18/2021,8:30:00 PM,1:30:00 PM,0,71.1592,16.185
8/18/2021,9:00:00 PM,2:00:00 PM,0,71.1746,16.082
8/18/2021,9:30:00 PM,2:30:00 PM,0,71.1864,16.123
8/18/2021,10:00:00 PM,3:00:00 PM,0,71.1893,16.113
8/18/2021,10:30:00 PM,3:30:00 PM,0,71.1864,16.763
8/18/2021,11:00:00 PM,4:00:00 PM,0,71.1792,16.496
8/18/2021,11:30:00 PM,4:30:00 PM,0,71.1825,15.709
8/19/2021,12:00:00 AM,5:00:00 PM,0,71.1933,14.834
8/19/2021,12:30:00 AM,5:30:00 PM,0,71.2051,14.33
