Serial_number:,,,,
2052075,,,,
Project ID:,,,,
,,,,
Location:,,,,
BugCamp_Baro,,,,
LEVEL,,,,
UNIT: kPa,,,,
TEMPERATURE,,,,
UNIT: °C,,,,
Date,Time (UTC),ms,LEVEL,TEMPERATURE
7/2/2021,1:00:00 PM,0,74.4289,8.825
7/2/2021,1:30:00 PM,0,74.4406,8.675
7/2/2021,2:00:00 PM,0,74.4434,8.648
7/2/2021,2:30:00 PM,0,74.4501,8.78
7/2/2021,3:00:00 PM,0,74.4459,9.176
7/2/2021,3:30:00 PM,0,74.4535,9.675
7/2/2021,4:00:00 PM,0,74.4469,10.487
7/2/2021,4:30:00 PM,0,74.4428,11.401
7/2/2021,5:00:00 PM,0,74.4501,12.263
7/2/2021,5:30:00 PM,0,74.4583,13.475
7/2/2021,6:00:00 PM,0,74.4619,14.509
7/2/2021,6:30:00 PM,0,74.4701,14.841
7/2/2021,7:00:00 PM,0,74.4634,15.155
7/2/2021,7:30:00 PM,0,74.4626,15.677
7/2/2021,8:00:00 PM,0,74.4489,16.346
7/2/2021,8:30:00 PM,0,74.4312,17.137
7/2/2021,9:00:00 PM,0,74.431,18.012
7/2/2021,9:30:00 PM,0,74.4132,18.862
7/2/2021,10:00:00 PM,0,74.4028,19.59
7/2/2021,10:30:00 PM,0,74.3872,20.138
7/2/2021,11:00:00 PM,0,74.3747,20.419
7/2/2021,11:30:00 PM,0,74.3595,20.552
7/3/2021,12:00:00 AM,0,74.3627,20.558
7/3/2021,12:30:00 AM,0,74.3578,20.469
7/3/2021,1:00:00 AM,0,74.3983,20.326
7/3/2021,1:30:00 AM,0,74.4024,20.153
7/3/2021,2:00:00 AM,0,74.4102,19.915
7/3/2021,2:30:00 AM,0,74.4029,19.657
7/3/2021,3:00:00 AM,0,74.4207,19.345
7/3/2021,3:30:00 AM,0,74.4358,18.995
7/3/2021,4:00:00 AM,0,74.4626,18.641
7/3/2021,4:30:00 AM,0,74.4832,18.254
7/3/2021,5:00:00 AM,0,74.498,17.773
7/3/2021,5:30:00 AM,0,74.4948,17.357
7/3/2021,6:00:00 AM,0,74.4994,16.92
7/3/2021,6:30:00 AM,0,74.5009,16.51
7/3/2021,7:00:00 AM,0,74.5101,16.061
7/3/2021,7:30:00 AM,0,74.5039,15.661
7/3/2021,8:00:00 AM,0,74.4984,15.247
7/3/2021,8:30:00 AM,0,74.4796,14.802
7/3/2021,9:00:00 AM,0,74.4595,14.406
7/3/2021,9:30:00 AM,0,74.4478,14.025
7/3/2021,10:00:00 AM,0,74.446,13.645
7/3/2021,10:30:00 AM,0,74.4459,13.276
7/3/2021,11:00:00 AM,0,74.4345,12.914
7/3/2021,11:30:00 AM,0,74.4385,12.582
7/3/2021,12:00:00 PM,0,74.4418,12.261
7/3/2021,12:30:00 PM,0,74.4547,11.946
7/3/2021,1:00:00 PM,0,74.4648,11.657
7/3/2021,1:30:00 PM,0,74.4642,11.43
7/3/2021,2:00:00 PM,0,74.4598,11.312
7/3/2021,2:30:00 PM,0,74.4588,11.315
7/3/2021,3:00:00 PM,0,74.4742,11.723
7/3/2021,3:30:00 PM,0,74.4836,12.383
7/3/2021,4:00:00 PM,0,74.4862,13.068
7/3/2021,4:30:00 PM,0,74.4837,13.854
7/3/2021,5:00:00 PM,0,74.4817,14.435
7/3/2021,5:30:00 PM,0,74.4796,15.007
7/3/2021,6:00:00 PM,0,74.4925,15.544
7/3/2021,6:30:00 PM,0,74.4946,16.123
7/3/2021,7:00:00 PM,0,74.4955,16.724
7/3/2021,7:30:00 PM,0,74.5074,17.233
7/3/2021,8:00:00 PM,0,74.5142,17.585
7/3/2021,8:30:00 PM,0,74.5147,17.829
7/3/2021,9:00:00 PM,0,74.5202,18.02
7/3/2021,9:30:00 PM,0,74.518,18.188
7/3/2021,10:00:00 PM,0,74.5181,18.401
7/3/2021,10:30:00 PM,0,74.4819,18.716
7/3/2021,11:00:00 PM,0,74.4613,18.994
7/3/2021,11:30:00 PM,0,74.4563,19.229
7/4/2021,12:00:00 AM,0,74.4674,19.382
7/4/2021,12:30:00 AM,0,74.468,19.453
7/4/2021,1:00:00 AM,0,74.4651,19.423
7/4/2021,1:30:00 AM,0,74.4786,19.329
7/4/2021,2:00:00 AM,0,74.4849,19.2
7/4/2021,2:30:00 AM,0,74.4915,19.03
7/4/2021,3:00:00 AM,0,74.5104,18.806
7/4/2021,3:30:00 AM,0,74.5179,18.542
7/4/2021,4:00:00 AM,0,74.5396,18.252
7/4/2021,4:30:00 AM,0,74.561,17.944
7/4/2021,5:00:00 AM,0,74.5717,17.606
7/4/2021,5:30:00 AM,0,74.5522,17.265
7/4/2021,6:00:00 AM,0,74.5478,16.941
7/4/2021,6:30:00 AM,0,74.5514,16.628
7/4/2021,7:00:00 AM,0,74.5278,16.315
7/4/2021,7:30:00 AM,0,74.5124,16.021
7/4/2021,8:00:00 AM,0,74.511,15.758
7/4/2021,8:30:00 AM,0,74.4929,15.509
7/4/2021,9:00:00 AM,0,74.4878,15.252
7/4/2021,9:30:00 AM,0,74.4797,14.966
7/4/2021,10:00:00 AM,0,74.4688,14.637
7/4/2021,10:30:00 AM,0,74.4761,14.269
7/4/2021,11:00:00 AM,0,74.4895,13.858
7/4/2021,11:30:00 AM,0,74.4951,13.399
7/4/2021,12:00:00 PM,0,74.4941,12.916
7/4/2021,12:30:00 PM,0,74.5071,12.426
7/4/2021,1:00:00 PM,0,74.5165,11.961
7/4/2021,1:30:00 PM,0,74.5124,11.565
7/4/2021,2:00:00 PM,0,74.5105,11.282
7/4/2021,2:30:00 PM,0,74.5108,11.159
7/4/2021,3:00:00 PM,0,74.5035,11.467
7/4/2021,3:30:00 PM,0,74.4978,11.791
7/4/2021,4:00:00 PM,0,74.4965,12.43
7/4/2021,4:30:00 PM,0,74.4972,13.122
7/4/2021,5:00:00 PM,0,74.5058,13.616
7/4/2021,5:30:00 PM,0,74.5227,14.134
7/4/2021,6:00:00 PM,0,74.5395,14.621
7/4/2021,6:30:00 PM,0,74.5334,15.087
7/4/2021,7:00:00 PM,0,74.5369,15.653
7/4/2021,7:30:00 PM,0,74.5295,16.314
7/4/2021,8:00:00 PM,0,74.5272,17.12
7/4/2021,8:30:00 PM,0,74.5134,17.975
7/4/2021,9:00:00 PM,0,74.5092,18.82
7/4/2021,9:30:00 PM,0,74.493,19.598
7/4/2021,10:00:00 PM,0,74.4872,20.159
7/4/2021,10:30:00 PM,0,74.4841,20.594
7/4/2021,11:00:00 PM,0,74.4835,20.785
7/4/2021,11:30:00 PM,0,74.4647,20.81
7/5/2021,12:00:00 AM,0,74.4637,20.739
7/5/2021,12:30:00 AM,0,74.4624,20.583
7/5/2021,1:00:00 AM,0,74.4566,20.367
7/5/2021,1:30:00 AM,0,74.4635,20.123
7/5/2021,2:00:00 AM,0,74.4801,19.869
7/5/2021,2:30:00 AM,0,74.4822,19.607
7/5/2021,3:00:00 AM,0,74.4822,19.323
7/5/2021,3:30:00 AM,0,74.5005,19.008
7/5/2021,4:00:00 AM,0,74.518,18.672
7/5/2021,4:30:00 AM,0,74.5328,18.304
7/5/2021,5:00:00 AM,0,74.545,17.895
7/5/2021,5:30:00 AM,0,74.5536,17.474
7/5/2021,6:00:00 AM,0,74.5495,17.039
7/5/2021,6:30:00 AM,0,74.547,16.599
7/5/2021,7:00:00 AM,0,74.5442,16.162
7/5/2021,7:30:00 AM,0,74.5304,15.749
7/5/2021,8:00:00 AM,0,74.5208,15.341
7/5/2021,8:30:00 AM,0,74.5019,14.943
7/5/2021,9:00:00 AM,0,74.4773,14.564
7/5/2021,9:30:00 AM,0,74.4689,14.194
7/5/2021,10:00:00 AM,0,74.4746,13.824
7/5/2021,10:30:00 AM,0,74.4701,13.457
7/5/2021,11:00:00 AM,0,74.4761,13.102
7/5/2021,11:30:00 AM,0,74.485,12.753
7/5/2021,12:00:00 PM,0,74.4855,12.413
7/5/2021,12:30:00 PM,0,74.4869,12.121
7/5/2021,1:00:00 PM,0,74.5032,11.867
7/5/2021,1:30:00 PM,0,74.5169,11.697
7/5/2021,2:00:00 PM,0,74.5267,11.64
7/5/2021,2:30:00 PM,0,74.5398,11.693
7/5/2021,3:00:00 PM,0,74.5595,12.189
7/5/2021,3:30:00 PM,0,74.5784,12.731
7/5/2021,4:00:00 PM,0,74.5953,13.564
7/5/2021,4:30:00 PM,0,74.5843,14.409
7/5/2021,5:00:00 PM,0,74.5874,15.145
7/5/2021,5:30:00 PM,0,74.6023,15.754
7/5/2021,6:00:00 PM,0,74.6018,16.371
7/5/2021,6:30:00 PM,0,74.6024,16.965
7/5/2021,7:00:00 PM,0,74.6095,17.618
7/5/2021,7:30:00 PM,0,74.6042,18.412
7/5/2021,8:00:00 PM,0,74.6052,19.136
7/5/2021,8:30:00 PM,0,74.5975,19.929
7/5/2021,9:00:00 PM,0,74.5878,20.785
7/5/2021,9:30:00 PM,0,74.5811,21.566
7/5/2021,10:00:00 PM,0,74.5782,22.215
7/5/2021,10:30:00 PM,0,74.5712,22.677
7/5/2021,11:00:00 PM,0,74.5712,22.856
7/5/2021,11:30:00 PM,0,74.5592,22.878
7/6/2021,12:00:00 AM,0,74.5549,22.797
7/6/2021,12:30:00 AM,0,74.5563,22.625
7/6/2021,1:00:00 AM,0,74.5491,22.406
7/6/2021,1:30:00 AM,0,74.5595,22.127
7/6/2021,2:00:00 AM,0,74.5658,21.807
7/6/2021,2:30:00 AM,0,74.5699,21.498
7/6/2021,3:00:00 AM,0,74.5751,21.142
7/6/2021,3:30:00 AM,0,74.596,20.745
7/6/2021,4:00:00 AM,0,74.6202,20.357
7/6/2021,4:30:00 AM,0,74.6437,19.929
7/6/2021,5:00:00 AM,0,74.6414,19.451
7/6/2021,5:30:00 AM,0,74.6399,18.955
7/6/2021,6:00:00 AM,0,74.6376,18.457
7/6/2021,6:30:00 AM,0,74.6364,17.963
7/6/2021,7:00:00 AM,0,74.6292,17.469
7/6/2021,7:30:00 AM,0,74.6055,16.98
7/6/2021,8:00:00 AM,0,74.6056,16.482
7/6/2021,8:30:00 AM,0,74.6071,16.021
7/6/2021,9:00:00 AM,0,74.6005,15.572
7/6/2021,9:30:00 AM,0,74.5924,15.155
7/6/2021,10:00:00 AM,0,74.5768,14.736
7/6/2021,10:30:00 AM,0,74.5733,14.333
7/6/2021,11:00:00 AM,0,74.5727,13.954
7/6/2021,11:30:00 AM,0,74.5772,13.595
7/6/2021,12:00:00 PM,0,74.5817,13.264
7/6/2021,12:30:00 PM,0,74.5962,12.945
7/6/2021,1:00:00 PM,0,74.6113,12.641
7/6/2021,1:30:00 PM,0,74.6195,12.407
7/6/2021,2:00:00 PM,0,74.6202,12.27
7/6/2021,2:30:00 PM,0,74.6285,12.494
7/6/2021,3:00:00 PM,0,74.6435,13.739
7/6/2021,3:30:00 PM,0,74.6536,14.817
7/6/2021,4:00:00 PM,0,74.6514,16.613
7/6/2021,4:30:00 PM,0,74.6417,17.966
7/6/2021,5:00:00 PM,0,74.6419,19.029
7/6/2021,5:30:00 PM,0,74.6416,19.566
7/6/2021,6:00:00 PM,0,74.6339,20.222
7/6/2021,6:30:00 PM,0,74.6293,20.789
7/6/2021,7:00:00 PM,0,74.6093,20.898
7/6/2021,7:30:00 PM,0,74.6071,21.616
7/6/2021,8:00:00 PM,0,74.6159,22.508
7/6/2021,8:30:00 PM,0,74.598,23.196
7/6/2021,9:00:00 PM,0,74.5878,23.949
7/6/2021,9:30:00 PM,0,74.5792,24.437
7/6/2021,10:00:00 PM,0,74.5665,24.758
7/6/2021,10:30:00 PM,0,74.5539,24.975
7/6/2021,11:00:00 PM,0,74.537,25.047
7/6/2021,11:30:00 PM,0,74.5298,25.024
7/7/2021,12:00:00 AM,0,74.5171,24.846
7/7/2021,12:30:00 AM,0,74.5147,24.628
7/7/2021,1:00:00 AM,0,74.5139,24.252
7/7/2021,1:30:00 AM,0,74.5278,23.785
7/7/2021,2:00:00 AM,0,74.5175,23.336
7/7/2021,2:30:00 AM,0,74.5193,23.004
7/7/2021,3:00:00 AM,0,74.5152,22.597
7/7/2021,3:30:00 AM,0,74.5173,22.161
7/7/2021,4:00:00 AM,0,74.5429,21.693
7/7/2021,4:30:00 AM,0,74.5657,21.19
7/7/2021,5:00:00 AM,0,74.583,20.647
7/7/2021,5:30:00 AM,0,74.5777,20.085
7/7/2021,6:00:00 AM,0,74.5758,19.515
7/7/2021,6:30:00 AM,0,74.5777,18.952
7/7/2021,7:00:00 AM,0,74.5724,18.405
7/7/2021,7:30:00 AM,0,74.5594,17.879
7/7/2021,8:00:00 AM,0,74.545,17.389
7/7/2021,8:30:00 AM,0,74.5335,16.907
7/7/2021,9:00:00 AM,0,74.5205,16.452
7/7/2021,9:30:00 AM,0,74.5089,15.987
7/7/2021,10:00:00 AM,0,74.4954,15.552
7/7/2021,10:30:00 AM,0,74.4942,15.146
7/7/2021,11:00:00 AM,0,74.4908,14.766
7/7/2021,11:30:00 AM,0,74.4871,14.41
7/7/2021,12:00:00 PM,0,74.4856,14.066
7/7/2021,12:30:00 PM,0,74.4811,13.726
7/7/2021,1:00:00 PM,0,74.4862,13.411
7/7/2021,1:30:00 PM,0,74.4971,13.149
7/7/2021,2:00:00 PM,0,74.4957,12.964
7/7/2021,2:30:00 PM,0,74.497,13.243
7/7/2021,3:00:00 PM,0,74.4909,14.19
7/7/2021,3:30:00 PM,0,74.4885,14.988
7/7/2021,4:00:00 PM,0,74.4911,16.185
7/7/2021,4:30:00 PM,0,74.4782,17.363
7/7/2021,5:00:00 PM,0,74.4862,17.789
7/7/2021,5:30:00 PM,0,74.4914,18.086
7/7/2021,6:00:00 PM,0,74.4934,18.468
7/7/2021,6:30:00 PM,0,74.499,18.975
7/7/2021,7:00:00 PM,0,74.4997,19.568
7/7/2021,7:30:00 PM,0,74.4857,20.376
7/7/2021,8:00:00 PM,0,74.4785,21.333
7/7/2021,8:30:00 PM,0,74.4672,22.519
7/7/2021,9:00:00 PM,0,74.4413,23.37
7/7/2021,9:30:00 PM,0,74.4442,24.248
7/7/2021,10:00:00 PM,0,74.4351,24.942
7/7/2021,10:30:00 PM,0,74.4293,25.507
7/7/2021,11:00:00 PM,0,74.4164,25.869
7/7/2021,11:30:00 PM,0,74.4023,25.941
7/8/2021,12:00:00 AM,0,74.3803,25.841
7/8/2021,12:30:00 AM,0,74.3727,25.609
7/8/2021,1:00:00 AM,0,74.3632,25.303
7/8/2021,1:30:00 AM,0,74.3594,24.815
7/8/2021,2:00:00 AM,0,74.3751,24.428
7/8/2021,2:30:00 AM,0,74.3852,23.996
7/8/2021,3:00:00 AM,0,74.3789,23.548
7/8/2021,3:30:00 AM,0,74.3861,23.091
7/8/2021,4:00:00 AM,0,74.3931,22.37
7/8/2021,4:30:00 AM,0,74.4215,21.808
7/8/2021,5:00:00 AM,0,74.4272,21.204
7/8/2021,5:30:00 AM,0,74.4227,20.583
7/8/2021,6:00:00 AM,0,74.4296,19.978
7/8/2021,6:30:00 AM,0,74.4308,19.377
7/8/2021,7:00:00 AM,0,74.4291,18.789
7/8/2021,7:30:00 AM,0,74.4289,18.214
7/8/2021,8:00:00 AM,0,74.427,17.672
7/8/2021,8:30:00 AM,0,74.4222,17.199
7/8/2021,9:00:00 AM,0,74.416,16.747
7/8/2021,9:30:00 AM,0,74.4171,16.296
7/8/2021,10:00:00 AM,0,74.4155,15.886
7/8/2021,10:30:00 AM,0,74.4163,15.493
7/8/2021,11:00:00 AM,0,74.4257,15.123
7/8/2021,11:30:00 AM,0,74.4234,14.764
7/8/2021,12:00:00 PM,0,74.4216,14.414
7/8/2021,12:30:00 PM,0,74.4266,14.091
7/8/2021,1:00:00 PM,0,74.4394,13.804
7/8/2021,1:30:00 PM,0,74.4362,13.606
7/8/2021,2:00:00 PM,0,74.4358,13.55
7/8/2021,2:30:00 PM,0,74.4409,13.984
7/8/2021,3:00:00 PM,0,74.4614,15.054
7/8/2021,3:30:00 PM,0,74.4795,15.839
7/8/2021,4:00:00 PM,0,74.4845,16.913
7/8/2021,4:30:00 PM,0,74.5007,18.21
7/8/2021,5:00:00 PM,0,74.5033,19.409
7/8/2021,5:30:00 PM,0,74.5148,20.148
7/8/2021,6:00:00 PM,0,74.5447,20.442
7/8/2021,6:30:00 PM,0,74.5527,20.775
7/8/2021,7:00:00 PM,0,74.5615,21.259
7/8/2021,7:30:00 PM,0,74.5696,21.807
7/8/2021,8:00:00 PM,0,74.5538,22.789
7/8/2021,8:30:00 PM,0,74.5656,23.816
7/8/2021,9:00:00 PM,0,74.556,24.713
7/8/2021,9:30:00 PM,0,74.5421,25.337
7/8/2021,10:00:00 PM,0,74.5553,25.643
7/8/2021,10:30:00 PM,0,74.5449,25.835
7/8/2021,11:00:00 PM,0,74.5326,25.889
7/8/2021,11:30:00 PM,0,74.5327,25.853
7/9/2021,12:00:00 AM,0,74.529,25.747
7/9/2021,12:30:00 AM,0,74.5247,25.618
7/9/2021,1:00:00 AM,0,74.5251,25.35
7/9/2021,1:30:00 AM,0,74.524,25.099
7/9/2021,2:00:00 AM,0,74.5237,24.82
7/9/2021,2:30:00 AM,0,74.5488,24.497
7/9/2021,3:00:00 AM,0,74.5521,24.155
7/9/2021,3:30:00 AM,0,74.5777,23.741
7/9/2021,4:00:00 AM,0,74.5978,23.286
7/9/2021,4:30:00 AM,0,74.6287,22.801
7/9/2021,5:00:00 AM,0,74.6535,22.27
7/9/2021,5:30:00 AM,0,74.6546,21.733
7/9/2021,6:00:00 AM,0,74.664,21.18
7/9/2021,6:30:00 AM,0,74.6697,20.673
7/9/2021,7:00:00 AM,0,74.6795,20.188
7/9/2021,7:30:00 AM,0,74.6797,19.74
7/9/2021,8:00:00 AM,0,74.6693,19.322
7/9/2021,8:30:00 AM,0,74.6854,18.905
7/9/2021,9:00:00 AM,0,74.678,18.482
7/9/2021,9:30:00 AM,0,74.6759,18.098
7/9/2021,10:00:00 AM,0,74.6847,17.719
7/9/2021,10:30:00 AM,0,74.6687,17.36
7/9/2021,11:00:00 AM,0,74.6726,17.015
7/9/2021,11:30:00 AM,0,74.6741,16.74
7/9/2021,12:00:00 PM,0,74.6757,16.429
7/9/2021,12:30:00 PM,0,74.7009,16.125
7/9/2021,1:00:00 PM,0,74.707,15.864
7/9/2021,1:30:00 PM,0,74.7209,15.664
7/9/2021,2:00:00 PM,0,74.73,15.454
7/9/2021,2:30:00 PM,0,74.7314,15.39
7/9/2021,3:00:00 PM,0,74.7466,15.757
7/9/2021,3:30:00 PM,0,74.7566,16.202
7/9/2021,4:00:00 PM,0,74.7593,16.897
7/9/2021,4:30:00 PM,0,74.7561,17.608
7/9/2021,5:00:00 PM,0,74.7644,18.292
7/9/2021,5:30:00 PM,0,74.7724,18.902
7/9/2021,6:00:00 PM,0,74.7845,19.536
7/9/2021,6:30:00 PM,0,74.8053,20.19
7/9/2021,7:00:00 PM,0,74.8227,20.79
7/9/2021,7:30:00 PM,0,74.8119,21.327
7/9/2021,8:00:00 PM,0,74.7945,22.045
7/9/2021,8:30:00 PM,0,74.7688,22.852
7/9/2021,9:00:00 PM,0,74.7755,23.731
7/9/2021,9:30:00 PM,0,74.7654,24.544
7/9/2021,10:00:00 PM,0,74.765,25.282
7/9/2021,10:30:00 PM,0,74.7544,25.832
7/9/2021,11:00:00 PM,0,74.7413,26.137
7/9/2021,11:30:00 PM,0,74.7649,26.238
7/10/2021,12:00:00 AM,0,74.7723,26.156
7/10/2021,12:30:00 AM,0,74.7783,26.017
7/10/2021,1:00:00 AM,0,74.8387,25.782
7/10/2021,1:30:00 AM,0,74.8476,25.411
7/10/2021,2:00:00 AM,0,74.8617,25.062
7/10/2021,2:30:00 AM,0,74.8664,24.707
7/10/2021,3:00:00 AM,0,74.8772,24.317
7/10/2021,3:30:00 AM,0,74.894,23.877
7/10/2021,4:00:00 AM,0,74.9075,23.338
7/10/2021,4:30:00 AM,0,74.924,22.804
7/10/2021,5:00:00 AM,0,74.934,22.305
7/10/2021,5:30:00 AM,0,74.9364,21.813
7/10/2021,6:00:00 AM,0,74.9255,21.283
7/10/2021,6:30:00 AM,0,74.9068,20.855
7/10/2021,7:00:00 AM,0,74.8962,20.441
7/10/2021,7:30:00 AM,0,74.8786,20.097
7/10/2021,8:00:00 AM,0,74.8659,19.743
7/10/2021,8:30:00 AM,0,74.8543,19.395
7/10/2021,9:00:00 AM,0,74.8577,19.037
7/10/2021,9:30:00 AM,0,74.8675,18.635
7/10/2021,10:00:00 AM,0,74.8621,18.313
7/10/2021,10:30:00 AM,0,74.8608,17.943
7/10/2021,11:00:00 AM,0,74.8607,17.524
7/10/2021,11:30:00 AM,0,74.8706,17.112
7/10/2021,12:00:00 PM,0,74.8827,16.728
7/10/2021,12:30:00 PM,0,74.8793,16.359
7/10/2021,1:00:00 PM,0,74.897,15.978
7/10/2021,1:30:00 PM,0,74.893,15.726
7/10/2021,2:00:00 PM,0,74.9041,15.485
7/10/2021,2:30:00 PM,0,74.9005,15.445
7/10/2021,3:00:00 PM,0,74.899,15.842
7/10/2021,3:30:00 PM,0,74.9127,16.282
7/10/2021,4:00:00 PM,0,74.9091,16.958
7/10/2021,4:30:00 PM,0,74.8952,17.669
7/10/2021,5:00:00 PM,0,74.908,18.381
7/10/2021,5:30:00 PM,0,74.9109,18.977
7/10/2021,6:00:00 PM,0,74.9298,19.425
7/10/2021,6:30:00 PM,0,74.9171,19.922
7/10/2021,7:00:00 PM,0,74.9271,20.556
7/10/2021,7:30:00 PM,0,74.9078,21.301
7/10/2021,8:00:00 PM,0,74.8973,22.162
7/10/2021,8:30:00 PM,0,74.9071,22.974
7/10/2021,9:00:00 PM,0,74.8683,23.712
7/10/2021,9:30:00 PM,0,74.8537,24.378
7/10/2021,10:00:00 PM,0,74.8313,24.952
7/10/2021,10:30:00 PM,0,74.8109,25.512
7/10/2021,11:00:00 PM,0,74.803,25.878
7/10/2021,11:30:00 PM,0,74.8093,26.086
7/11/2021,12:00:00 AM,0,74.8139,26.138
7/11/2021,12:30:00 AM,0,74.8095,26.072
7/11/2021,1:00:00 AM,0,74.8031,25.928
7/11/2021,1:30:00 AM,0,74.798,25.734
7/11/2021,2:00:00 AM,0,74.8014,25.513
7/11/2021,2:30:00 AM,0,74.8025,25.164
7/11/2021,3:00:00 AM,0,74.8073,24.861
7/11/2021,3:30:00 AM,0,74.8192,24.434
7/11/2021,4:00:00 AM,0,74.8487,24.033
7/11/2021,4:30:00 AM,0,74.8695,23.57
7/11/2021,5:00:00 AM,0,74.8725,23.035
7/11/2021,5:30:00 AM,0,74.8685,22.521
7/11/2021,6:00:00 AM,0,74.8499,21.98
7/11/2021,6:30:00 AM,0,74.8521,21.455
7/11/2021,7:00:00 AM,0,74.8486,20.876
7/11/2021,7:30:00 AM,0,74.8287,20.326
7/11/2021,8:00:00 AM,0,74.814,19.855
7/11/2021,8:30:00 AM,0,74.8035,19.387
7/11/2021,9:00:00 AM,0,74.801,18.928
7/11/2021,9:30:00 AM,0,74.795,18.504
7/11/2021,10:00:00 AM,0,74.7746,18.085
7/11/2021,10:30:00 AM,0,74.7668,17.683
7/11/2021,11:00:00 AM,0,74.77,17.308
7/11/2021,11:30:00 AM,0,74.7615,16.986
7/11/2021,12:00:00 PM,0,74.7529,16.644
7/11/2021,12:30:00 PM,0,74.7609,16.323
7/11/2021,1:00:00 PM,0,74.7672,16.083
7/11/2021,1:30:00 PM,0,74.7763,15.861
7/11/2021,2:00:00 PM,0,74.767,15.663
7/11/2021,2:30:00 PM,0,74.7724,15.656
