"TOA5","DanaFrkBug","CR800","15297","CR800.Std.11","CPU:DanaFk_downloaded_20210707.cr8","13686","T15min"
"TIMESTAMP","RECORD","BattV","Lvl_ft","Temp_C","Observed","Lvl_ft_corr","Offset"
"TS","RN","Volts","feet","deg C","","feet",""
"","","Smp","Smp","Smp","Smp","Smp","Smp"
"2023-08-15 00:30:00",303053,12.56,1.295,11.83,1,1.545,0.25
"2023-08-15 00:45:00",303054,12.56,1.296,11.72,1,1.546,0.25
"2023-08-15 01:00:00",303055,12.55,1.302,11.61,1,1.552,0.25
"2023-08-15 01:15:00",303056,12.55,1.292,11.5,1,1.542,0.25
"2023-08-15 01:30:00",303057,12.55,1.29,11.39,1,1.54,0.25
"2023-08-15 01:45:00",303058,12.54,1.298,11.28,1,1.548,0.25
"2023-08-15 02:00:00",303059,12.54,1.294,11.18,1,1.544,0.25
"2023-08-15 02:15:00",303060,12.53,1.289,11.07,1,1.539,0.25
"2023-08-15 02:30:00",303061,12.53,1.295,10.97,1,1.544,0.25
"2023-08-15 02:45:00",303062,12.53,1.289,10.87,1,1.539,0.25
"2023-08-15 03:00:00",303063,12.53,1.289,10.78,1,1.539,0.25
"2023-08-15 03:15:00",303064,12.52,1.292,10.68,1,1.542,0.25
"2023-08-15 03:30:00",303065,12.52,1.287,10.59,1,1.537,0.25
"2023-08-15 03:45:00",303066,12.52,1.289,10.5,1,1.538,0.25
"2023-08-15 04:00:00",303067,12.52,1.291,10.41,1,1.54,0.25
"2023-08-15 04:15:00",303068,12.52,1.289,10.32,1,1.539,0.25
"2023-08-15 04:30:00",303069,12.52,1.286,10.24,1,1.536,0.25
"2023-08-15 04:45:00",303070,12.51,1.285,10.16,1,1.535,0.25
"2023-08-15 05:00:00",303071,12.51,1.282,10.07,1,1.532,0.25
"2023-08-15 05:15:00",303072,12.51,1.284,9.98,1,1.533,0.25
"2023-08-15 05:30:00",303073,12.51,1.288,9.9,1,1.538,0.25
"2023-08-15 05:45:00",303074,12.51,1.284,9.81,1,1.534,0.25
"2023-08-15 06:00:00",303075,12.51,1.285,9.73,1,1.534,0.25
"2023-08-15 06:15:00",303076,12.51,1.284,9.65,1,1.533,0.25
"2023-08-15 06:30:00",303077,12.51,1.281,9.58,1,1.531,0.25
"2023-08-15 06:45:00",303078,12.5,1.284,9.51,1,1.534,0.25
"2023-08-15 07:00:00",303079,12.5,1.278,9.44,1,1.527,0.25
"2023-08-15 07:15:00",303080,12.5,1.28,9.37,1,1.529,0.25
"2023-08-15 07:30:00",303081,12.5,1.278,9.3,1,1.527,0.25
"2023-08-15 07:45:00",303082,12.5,1.275,9.25,1,1.525,0.25
"2023-08-15 08:00:00",303083,12.53,1.274,9.2,1,1.524,0.25
"2023-08-15 08:15:00",303084,12.56,1.277,9.16,1,1.526,0.25
"2023-08-15 08:30:00",303085,12.56,1.276,9.14,1,1.526,0.25
"2023-08-15 08:45:00",303086,12.62,1.272,9.13,1,1.522,0.25
"2023-08-15 09:00:00",303087,12.68,1.27,9.14,1,1.52,0.25
"2023-08-15 09:15:00",303088,12.73,1.276,9.17,1,1.526,0.25
"2023-08-15 09:30:00",303089,12.84,1.273,9.21,1,1.522,0.25
"2023-08-15 09:45:00",303090,12.99,1.275,9.25,1,1.524,0.25
"2023-08-15 10:00:00",303091,13.13,1.271,9.32,1,1.52,0.25
"2023-08-15 10:15:00",303092,13.25,1.271,9.39,1,1.52,0.25
"2023-08-15 10:30:00",303093,13.36,1.271,9.48,1,1.521,0.25
"2023-08-15 10:45:00",303094,13.44,1.272,9.56,1,1.522,0.25
"2023-08-15 11:00:00",303095,13.43,1.271,9.65,1,1.521,0.25
"2023-08-15 11:15:00",303096,13.36,1.269,9.74,1,1.519,0.25
"2023-08-15 11:30:00",303097,13.36,1.266,9.8,1,1.516,0.25
"2023-08-15 11:45:00",303098,13.38,1.264,9.87,1,1.514,0.25
"2023-08-15 12:00:00",303099,13.4,1.265,9.94,1,1.514,0.25
"2023-08-15 12:15:00",303100,13.38,1.263,10.08,1,1.513,0.25
"2023-08-15 12:30:00",303101,13.35,1.264,10.31,1,1.514,0.25
"2023-08-15 12:45:00",303102,13.32,1.265,10.59,1,1.514,0.25
"2023-08-15 13:00:00",303103,13.3,1.261,10.77,1,1.511,0.25
"2023-08-15 13:15:00",303104,13.2,1.261,10.83,1,1.511,0.25
"2023-08-15 13:30:00",303105,13.16,1.259,10.88,1,1.508,0.25
"2023-08-15 13:45:00",303106,13.33,1.256,10.99,1,1.506,0.25
"2023-08-15 14:00:00",303107,13.33,1.251,11.15,1,1.501,0.25
"2023-08-15 14:15:00",303108,13.26,1.254,11.32,1,1.503,0.25
"2023-08-15 14:30:00",303109,13.07,1.254,11.45,1,1.504,0.25
"2023-08-15 14:45:00",303110,12.97,1.249,11.54,1,1.499,0.25
"2023-08-15 15:00:00",303111,12.92,1.253,11.58,1,1.503,0.25
"2023-08-15 15:15:00",303112,12.88,1.249,11.6,1,1.499,0.25
"2023-08-15 15:30:00",303113,13.05,1.245,11.62,1,1.495,0.25
"2023-08-15 15:45:00",303114,13.18,1.243,11.66,1,1.493,0.25
"2023-08-15 16:00:00",303115,13.37,1.244,11.72,1,1.494,0.25
"2023-08-15 16:15:00",303116,13.36,1.245,11.79,1,1.495,0.25
"2023-08-15 16:30:00",303117,13.36,1.244,11.86,1,1.494,0.25
"2023-08-15 16:45:00",303118,13.35,1.242,11.93,1,1.491,0.25
"2023-08-15 17:00:00",303119,13.34,1.241,12,1,1.49,0.25
"2023-08-15 17:15:00",303120,13.33,1.242,12.07,1,1.492,0.25
"2023-08-15 17:30:00",303121,13.33,1.235,12.15,1,1.485,0.25
"2023-08-15 17:45:00",303122,13.2,1.243,12.2,1,1.493,0.25
"2023-08-15 18:00:00",303123,13.17,1.24,12.23,1,1.489,0.25
"2023-08-15 18:15:00",303124,13.01,1.236,12.23,1,1.486,0.25
"2023-08-15 18:30:00",303125,12.93,1.239,12.23,1,1.489,0.25
"2023-08-15 18:45:00",303126,12.87,1.24,12.23,1,1.49,0.25
"2023-08-15 19:00:00",303127,12.83,1.247,12.24,1,1.497,0.25
"2023-08-15 19:15:00",303128,12.8,1.246,12.25,1,1.496,0.25
"2023-08-15 19:30:00",303129,12.78,1.248,12.25,1,1.497,0.25
"2023-08-15 19:45:00",303130,12.76,1.244,12.24,1,1.494,0.25
"2023-08-15 20:00:00",303131,12.75,1.248,12.23,1,1.498,0.25
"2023-08-15 20:15:00",303132,12.73,1.243,12.21,1,1.493,0.25
"2023-08-15 20:30:00",303133,12.72,1.245,12.17,1,1.495,0.25
"2023-08-15 20:45:00",303134,12.7,1.246,12.12,1,1.496,0.25
"2023-08-15 21:00:00",303135,12.7,1.24,12.08,1,1.49,0.25
"2023-08-15 21:15:00",303136,12.69,1.245,12.04,1,1.495,0.25
"2023-08-15 21:30:00",303137,12.68,1.241,12,1,1.49,0.25
"2023-08-15 21:45:00",303138,12.67,1.248,11.95,1,1.498,0.25
"2023-08-15 22:00:00",303139,12.66,1.251,11.9,1,1.5,0.25
"2023-08-15 22:15:00",303140,12.65,1.249,11.84,1,1.499,0.25
"2023-08-15 22:30:00",303141,12.64,1.248,11.78,1,1.498,0.25
"2023-08-15 22:45:00",303142,12.64,1.249,11.72,1,1.498,0.25
"2023-08-15 23:00:00",303143,12.63,1.247,11.66,1,1.497,0.25
"2023-08-15 23:15:00",303144,12.62,1.246,11.6,1,1.496,0.25
"2023-08-15 23:30:00",303145,12.61,1.246,11.54,1,1.495,0.25
"2023-08-15 23:45:00",303146,12.61,1.245,11.47,1,1.494,0.25
"2023-08-16 00:00:00",303147,12.6,1.244,11.4,1,1.493,0.25
"2023-08-16 00:15:00",303148,12.59,1.243,11.33,1,1.492,0.25
"2023-08-16 00:30:00",303149,12.58,1.244,11.25,1,1.494,0.25
"2023-08-16 00:45:00",303150,12.58,1.239,11.17,1,1.489,0.25
"2023-08-16 01:00:00",303151,12.58,1.246,11.1,1,1.496,0.25
"2023-08-16 01:15:00",303152,12.56,1.245,11.03,1,1.495,0.25
"2023-08-16 01:30:00",303153,12.56,1.242,10.96,1,1.492,0.25
"2023-08-16 01:45:00",303154,12.56,1.242,10.9,1,1.492,0.25
"2023-08-16 02:00:00",303155,12.56,1.244,10.84,1,1.494,0.25
"2023-08-16 02:15:00",303156,12.55,1.241,10.78,1,1.49,0.25
"2023-08-16 02:30:00",303157,12.55,1.242,10.73,1,1.492,0.25
"2023-08-16 02:45:00",303158,12.55,1.241,10.68,1,1.491,0.25
"2023-08-16 03:00:00",303159,12.55,1.243,10.62,1,1.492,0.25
"2023-08-16 03:15:00",303160,12.54,1.241,10.58,1,1.491,0.25
"2023-08-16 03:30:00",303161,12.54,1.241,10.53,1,1.491,0.25
"2023-08-16 03:45:00",303162,12.54,1.242,10.48,1,1.491,0.25
"2023-08-16 04:00:00",303163,12.54,1.234,10.44,1,1.484,0.25
"2023-08-16 04:15:00",303164,12.54,1.24,10.39,1,1.489,0.25
"2023-08-16 04:30:00",303165,12.53,1.24,10.35,1,1.49,0.25
"2023-08-16 04:45:00",303166,12.53,1.242,10.31,1,1.492,0.25
"2023-08-16 05:00:00",303167,12.53,1.239,10.26,1,1.489,0.25
"2023-08-16 05:15:00",303168,12.53,1.237,10.22,1,1.487,0.25
"2023-08-16 05:30:00",303169,12.53,1.238,10.17,1,1.488,0.25
"2023-08-16 05:45:00",303170,12.53,1.239,10.13,1,1.489,0.25
"2023-08-16 06:00:00",303171,12.53,1.239,10.08,1,1.488,0.25
"2023-08-16 06:15:00",303172,12.53,1.236,10.03,1,1.485,0.25
"2023-08-16 06:30:00",303173,12.53,1.238,9.98,1,1.487,0.25
"2023-08-16 06:45:00",303174,12.52,1.239,9.93,1,1.489,0.25
"2023-08-16 07:00:00",303175,12.53,1.24,9.88,1,1.49,0.25
"2023-08-16 07:15:00",303176,12.52,1.236,9.84,1,1.485,0.25
"2023-08-16 07:30:00",303177,12.52,1.235,9.79,1,1.485,0.25
"2023-08-16 07:45:00",303178,12.52,1.236,9.75,1,1.486,0.25
"2023-08-16 08:00:00",303179,12.54,1.235,9.72,1,1.484,0.25
"2023-08-16 08:15:00",303180,12.56,1.234,9.69,1,1.483,0.25
"2023-08-16 08:30:00",303181,12.59,1.227,9.69,1,1.477,0.25
"2023-08-16 08:45:00",303182,12.64,1.233,9.69,1,1.483,0.25
"2023-08-16 09:00:00",303183,12.71,1.235,9.71,1,1.484,0.25
"2023-08-16 09:15:00",303184,12.79,1.234,9.75,1,1.484,0.25
"2023-08-16 09:30:00",303185,12.88,1.235,9.81,1,1.485,0.25
"2023-08-16 09:45:00",303186,12.94,1.231,9.89,1,1.48,0.25
"2023-08-16 10:00:00",303187,12.99,1.228,9.99,1,1.478,0.25
"2023-08-16 10:15:00",303188,13.11,1.236,10.09,1,1.486,0.25
"2023-08-16 10:30:00",303189,13.13,1.228,10.23,1,1.477,0.25
"2023-08-16 10:45:00",303190,13.12,1.231,10.34,1,1.481,0.25
"2023-08-16 11:00:00",303191,13.14,1.227,10.43,1,1.477,0.25
"2023-08-16 11:15:00",303192,13.31,1.23,10.57,1,1.479,0.25
"2023-08-16 11:30:00",303193,13.29,1.231,10.77,1,1.481,0.25
"2023-08-16 11:45:00",303194,13.31,1.225,10.97,1,1.475,0.25
"2023-08-16 12:00:00",303195,13.31,1.229,11.1,1,1.479,0.25
"2023-08-16 12:15:00",303196,13.21,1.224,11.29,1,1.474,0.25
"2023-08-16 12:30:00",303197,13.22,1.224,11.45,1,1.473,0.25
"2023-08-16 12:45:00",303198,13.21,1.223,11.55,1,1.472,0.25
"2023-08-16 13:00:00",303199,13.08,1.217,11.62,1,1.467,0.25
"2023-08-16 13:15:00",303200,13.31,1.22,11.69,1,1.47,0.25
"2023-08-16 13:30:00",303201,13.3,1.218,11.85,1,1.468,0.25
"2023-08-16 13:45:00",303202,13.29,1.218,12.18,1,1.468,0.25
"2023-08-16 14:00:00",303203,13.27,1.217,12.56,1,1.467,0.25
"2023-08-16 14:15:00",303204,13.07,1.213,12.85,1,1.463,0.25
